Time,Roll,Pitch,Data,Yaw,x,y,z,roll,pitch,yaw,desired x,desired y,desired z,desired yaw
"0.35 sec",0.08271031,-0.1178441,1.972857,0.4191597,0.0502837710082531,0.0326666012406349,-7.02070665359497,0.1712588,-0.08241356,0.02514055,0.3905919,0.1701574,-7.095,0.3808386
"0.36 sec",0.1358934,-0.1969322,1.195928,0.4107738,0.0537326298654079,0.0336970463395119,-7.02334451675415,0.1754517,-0.0868118,0.04007451,0.3905919,0.1701574,-7.095,0.3808386
"0.37 sec",0.1350908,-0.1974799,1.195928,0.402581,0.0572447218000889,0.0347706004977226,-7.02579975128174,0.1795481,-0.1034929,0.05923083,0.3905919,0.1701574,-7.095,0.3808386
"0.38 sec",0.1561463,-0.09117624,1.181218,0.3945706,0.0608114562928677,0.0358901284635067,-7.02786827087402,0.1835533,-0.1270517,0.08005509,0.3905919,0.1701574,-7.095,0.3808386
"0.39 sec",0.1746116,0.006454059,1.179967,0.3866908,0.0644424855709076,0.0370698720216751,-7.02954339981079,0.1874932,-0.1358114,0.09972803,0.3905919,0.1701574,-7.095,0.3808386
"0.4 sec",0.1327603,-0.1990427,1.195928,0.3664245,0.0681393966078758,0.0383219197392464,-7.03081941604614,0.1913797,-0.1184942,0.1190305,0.4302684,0.1806949,-7.079678,0.3745919
"0.41 sec",0.1320315,-0.1995233,1.195928,0.3590618,0.0718921646475792,0.0396562069654465,-7.03170013427734,0.1950611,-0.1126585,0.1310394,0.4302684,0.1806949,-7.079678,0.3745919
"0.42 sec",0.1313188,-0.1999895,1.195928,0.3518783,0.07569620013237,0.0410798750817776,-7.03218841552734,0.1986528,-0.1277855,0.1350143,0.4302684,0.1806949,-7.079678,0.3745919
"0.43 sec",0.1306183,-0.2004443,1.195928,0.3448337,0.0795585587620735,0.0425972267985344,-7.03228378295898,0.2021751,-0.146567,0.1355513,0.4302684,0.1806949,-7.079678,0.3745919
"0.44 sec",0.12993,-0.2008876,1.195928,0.3379276,0.0834893360733986,0.0442110300064087,-7.03198432922363,0.2056281,-0.1629033,0.1347741,0.4302684,0.1806949,-7.079678,0.3745919
"0.45 sec",0.08283409,-0.1280762,1.863061,0.3311597,0.0874976068735123,0.0459230542182922,-7.03128814697266,0.2090121,-0.1753732,0.1336109,0.4302684,0.1806949,-7.079678,0.3745919
"0.46 sec",0.01719778,-0.08117051,2.644633,0.3245302,0.0916126221418381,0.0477602034807205,-7.03034973144531,0.2123269,-0.1757543,0.1270323,0.4302684,0.1806949,-7.079678,0.3745919
"0.47 sec",-0.045587,-0.06402988,2.77055,0.3180609,0.095885768532753,0.0497742481529713,-7.02952146530151,0.2155615,-0.161073,0.1087384,0.4302684,0.1806949,-7.079678,0.3745919
"0.48 sec",-0.08413567,-0.04606523,2.774748,0.3117636,0.100337490439415,0.0519758127629757,-7.02903938293457,0.2187101,-0.1388504,0.07793356,0.4302684,0.1806949,-7.079678,0.3745919
"0.49 sec",-0.06949564,0.04529358,2.574841,0.3056157,0.104952536523342,0.0543233379721642,-7.02894449234009,0.2217841,-0.1151599,0.03983108,0.4302684,0.1806949,-7.079678,0.3745919
"0.5 sec",0.05419232,-0.0865135,2.776445,0.3112586,0.109705068171024,0.0567577108740807,-7.02919864654541,0.2247881,-0.08358344,0.005567238,0.4680583,0.200062,-7.098779,0.3804174
"0.51 sec",0.05392491,-0.08668017,2.776444,0.305075,0.114565223455429,0.0592268332839012,-7.02980184555054,0.2278799,-0.06388655,-0.005278466,0.4680583,0.200062,-7.098779,0.3804174
"0.52 sec",0.05366024,-0.08684401,2.776445,0.2989664,0.119514837861061,0.0617113187909126,-7.03080987930298,0.2309342,-0.06219643,0.002945117,0.4680583,0.200062,-7.098779,0.3804174
"0.53 sec",0.05340065,-0.08700363,2.776445,0.2929861,0.124548047780991,0.0642201155424118,-7.03222179412842,0.2339244,-0.06649166,0.01543042,0.4680583,0.200062,-7.098779,0.3804174
"0.54 sec",0.07106865,-0.1190415,2.030632,0.2871264,0.129666119813919,0.0667709931731224,-7.03403806686401,0.2368542,-0.07184373,0.02674951,0.4680583,0.200062,-7.098779,0.3804174
"0.55 sec",-0.03565012,-0.16678,1.1791,0.2813867,0.134861215949059,0.0693730711936951,-7.0360803604126,0.2397241,-0.08022032,0.03752952,0.4680583,0.200062,-7.098779,0.3804174
"0.56 sec",-0.1683406,-0.1340692,1.189334,0.2757486,0.140112444758415,0.0720186904072762,-7.0379524230957,0.2425431,-0.09597872,0.03499154,0.4680583,0.200062,-7.098779,0.3804174
"0.57 sec",-0.1500282,0.1014382,1.181273,0.2701845,0.145414009690285,0.0746966153383255,-7.03943204879761,0.2453252,-0.1108777,0.004906781,0.4680583,0.200062,-7.098779,0.3804174
"0.58 sec",-0.1213659,0.2061296,1.195928,0.264842,0.150776818394661,0.0773924216628075,-7.04052019119263,0.2479964,-0.0925618,-0.03616294,0.4680583,0.200062,-7.098779,0.3804174
"0.59 sec",-0.1023324,0.1742169,1.41126,0.2597173,0.156196132302284,0.0800808668136597,-7.04121875762939,0.2505587,-0.03671695,-0.06772386,0.4680583,0.200062,-7.098779,0.3804174
"0.6 sec",0.05172484,-0.0880086,2.776444,0.4807016,0.161648064851761,0.0827326253056526,-7.04158353805542,0.253099,0.02442851,-0.08569365,0.490907,0.2598172,-7.160007,0.4934498
"0.61 sec",0.05131195,-0.08824955,2.776445,0.4713194,0.167096495628357,0.085294209420681,-7.04199266433716,0.2577901,0.04219338,-0.07652623,0.490907,0.2598172,-7.160007,0.4934498
"0.62 sec",0.05089799,-0.08848853,2.776445,0.4619384,0.172518983483315,0.087741307914257,-7.0428032875061,0.2624806,0.02220217,-0.04869509,0.490907,0.2598172,-7.160007,0.4934498
"0.63 sec",0.05049239,-0.08872019,2.776445,0.4527709,0.177930042147636,0.0901153683662415,-7.04401922225952,0.2670644,-0.005702873,-0.02061846,0.490907,0.2598172,-7.160007,0.4934498
"0.64 sec",0.07074064,-0.01543688,2.769255,0.4437655,0.183356061577797,0.0924631878733635,-7.04564189910889,0.2715671,-0.0306558,0.001980537,0.490907,0.2598172,-7.160007,0.4934498
"0.65 sec",0.08905596,0.04989674,2.776445,0.4349036,0.188820585608482,0.0948241800069809,-7.04766941070557,0.275998,-0.04128571,0.02081276,0.490907,0.2598172,-7.160007,0.4934498
"0.66 sec",0.1164323,-0.2043174,1.194773,0.4432682,0.194330006837845,0.0972277745604515,-7.05010080337524,0.2803591,-0.03198391,0.03856557,0.4984156,0.2675821,-7.120405,0.5019932
"0.67 sec",0.1810471,0.01272791,1.181403,0.4344282,0.199863329529762,0.0996765121817589,-7.05256223678589,0.2847791,-0.04274156,0.05714937,0.4984156,0.2675821,-7.120405,0.5019932
"0.68 sec",0.2095017,0.1153874,1.195928,0.4257557,0.205410987138748,0.102165184915066,-7.05463647842407,0.2891153,-0.05243339,0.08200873,0.4984156,0.2675821,-7.120405,0.5019932
"0.69 sec",0.2099941,0.1144794,1.195928,0.4171687,0.210972875356674,0.104709185659885,-7.05632066726685,0.2934088,-0.03083883,0.112425,0.4984156,0.2675821,-7.120405,0.5019932
"0.7 sec",0.1110661,-0.2117998,1.195928,0.5,0.216532379388809,0.10732239484787,-7.05761766433716,0.2976364,0.004270716,0.1409804,0.5423927,0.3201169,-7.105868,0.5784978
"0.71 sec",0.1100213,-0.2123384,1.195928,0.5,0.222067326307297,0.11001493036747,-7.05852556228638,0.3026006,-0.001313981,0.1518717,0.5423927,0.3201169,-7.105868,0.5784978
"0.72 sec",0.108964,-0.2128768,1.195928,0.5,0.227577909827232,0.112793877720833,-7.05904388427734,0.3076108,-0.04423278,0.1470772,0.5423927,0.3201169,-7.105868,0.5784978
"0.73 sec",0.1079017,-0.2134112,1.195928,0.5,0.233087062835693,0.115664131939411,-7.0591721534729,0.3126329,-0.09047543,0.1380777,0.5423927,0.3201169,-7.105868,0.5784978
"0.74 sec",0.1068374,-0.2139398,1.195928,0.5,0.238621413707733,0.118629075586796,-7.05890893936157,0.3176517,-0.1288214,0.129323,0.5423927,0.3201169,-7.105868,0.5784978
"0.75 sec",0.07823955,-0.157812,1.61541,0.5,0.244203552603722,0.121691003441811,-7.05825281143188,0.3226637,-0.1573251,0.1221752,0.5423927,0.3201169,-7.105868,0.5784978
"0.76 sec",0.04703801,-0.0857904,2.775265,0.5,0.249861538410187,0.124867595732212,-7.05729961395264,0.3276702,-0.1707024,0.1135512,0.5423927,0.3201169,-7.105868,0.5784978
"0.77 sec",0.09000472,0.03965448,2.775407,0.4916644,0.255652070045471,0.12821738421917,-7.05642652511597,0.3326657,-0.1639312,0.1003302,0.5423927,0.3201169,-7.105868,0.5784978
"0.78 sec",0.09195619,0.04431318,2.776445,0.4818538,0.261607080698013,0.131771579384804,-7.0559344291687,0.3375709,-0.1319167,0.09088897,0.5423927,0.3201169,-7.105868,0.5784978
"0.79 sec",-0.01764796,0.08299477,2.771972,0.4722227,0.267690479755402,0.135505095124245,-7.05583143234253,0.3423865,-0.08787626,0.08813431,0.5423927,0.3201169,-7.105868,0.5784978
"0.8 sec",0.04324925,-0.09246024,2.776444,0.5,0.273847609758377,0.139392971992493,-7.05612373352051,0.3470863,-0.04381724,0.07539316,0.5856037,0.3642571,-7.133833,0.624867
"0.81 sec",0.04279005,-0.09267318,2.776444,0.5,0.28002941608429,0.143400803208351,-7.05681657791138,0.3520541,-0.02571255,0.06044391,0.5856037,0.3642571,-7.133833,0.624867
"0.82 sec",0.04232658,-0.09288529,2.776444,0.5,0.286218106746674,0.147501319646835,-7.05791330337524,0.3570567,-0.03310818,0.052379,0.5856037,0.3642571,-7.133833,0.624867
"0.83 sec",0.04186198,-0.09309512,2.776444,0.5,0.292424887418747,0.151686623692513,-7.05941438674927,0.3620601,-0.04705484,0.04790417,0.5856037,0.3642571,-7.133833,0.624867
"0.84 sec",0.04139647,-0.09330256,2.776444,0.5,0.29866898059845,0.155957356095314,-7.06131982803345,0.3670621,-0.06036541,0.04532602,0.5856037,0.3642571,-7.133833,0.624867
"0.85 sec",-0.09357653,-0.04117471,2.772083,0.2995219,0.30496820807457,0.160316839814186,-7.06362867355347,0.3720632,-0.07092232,0.0437578,0.6066239,0.3307348,-7.136391,0.5218241
"0.86 sec",-0.2186184,-0.09677516,1.195928,0.2933252,0.311336576938629,0.164766222238541,-7.06633901596069,0.3751615,-0.07249551,0.02707461,0.6066239,0.3307348,-7.136391,0.5218241
"0.87 sec",0.2189014,0.09612496,1.195928,0.4935343,0.317762732505798,0.169269427657127,-7.06907653808594,0.3780998,-0.07328683,-0.01624864,0.5856037,0.3642571,-7.133833,0.624867
"0.88 sec",0.07783497,0.1525751,1.179228,0.4838519,0.324231207370758,0.173781767487526,-7.07143020629883,0.382941,-0.05560638,-0.01830277,0.5856037,0.3642571,-7.133833,0.624867
"0.89 sec",-0.2198263,-0.09396192,1.195928,0.267957,0.330732852220535,0.178297057747841,-7.07339572906494,0.3878456,-0.01395496,0.01103785,0.6066239,0.3307348,-7.136391,0.5218241
"0.9 sec",0.0391884,-0.09424904,2.776445,0.3136678,0.337241947650909,0.182819932699203,-7.07497406005859,0.3906419,0.002806752,-0.001374061,0.6604198,0.3798413,-7.177605,0.5474758
"0.91 sec",0.03889435,-0.09437046,2.776445,0.3074227,0.34375274181366,0.187338605523109,-7.07654428482056,0.3937645,-0.01087265,-0.0177578,0.6604198,0.3798413,-7.177605,0.5474758
"0.92 sec",0.03860471,-0.09448902,2.776444,0.3012791,0.350286662578583,0.191842868924141,-7.07852077484131,0.3968363,-0.0314312,-0.0118029,0.6604198,0.3798413,-7.177605,0.5474758
"0.93 sec",-0.02846024,-0.06645665,2.769232,0.2952694,0.35686668753624,0.19634935259819,-7.08090400695801,0.3998411,-0.05015904,-0.0001096244,0.6604198,0.3798413,-7.177605,0.5474758
"0.94 sec",-0.09601983,-0.03877071,2.736888,0.2893639,0.363510340452194,0.200881347060204,-7.08369064331055,0.4027939,-0.06139946,0.003262779,0.6604198,0.3798413,-7.177605,0.5474758
"0.95 sec",-0.2214652,-0.08997608,1.195928,0.2835699,0.370229661464691,0.2054483294487,-7.08687114715576,0.4056908,-0.06265312,-0.009760272,0.6604198,0.3798413,-7.177605,0.5474758
"0.96 sec",-0.1915257,-0.0147183,1.183771,0.2778863,0.377010315656662,0.210032030940056,-7.0900707244873,0.4085327,-0.06429889,-0.04527455,0.6604198,0.3798413,-7.177605,0.5474758
"0.97 sec",-0.08653266,0.2228142,1.195928,0.2723336,0.383836537599564,0.214605897665024,-7.09288311004639,0.411309,-0.0609962,-0.08726514,0.6604198,0.3798413,-7.177605,0.5474758
"0.98 sec",-0.08593763,0.2230411,1.195928,0.2669508,0.390714406967163,0.219146966934204,-7.09530591964722,0.4140004,-0.02321817,-0.1084322,0.6604198,0.3798413,-7.177605,0.5474758
"0.99 sec",-0.08534805,0.2232641,1.195928,0.2616225,0.397629678249359,0.223634749650955,-7.09734201431274,0.4166645,0.03664515,-0.1105859,0.6604198,0.3798413,-7.177605,0.5474758
"1 sec",0.03647622,-0.09532879,2.776444,0.2848534,0.404551893472672,0.228053748607635,-7.09899091720581,0.4192956,0.09171942,-0.1062798,0.7249922,0.4297233,-7.201177,0.5617223
"1.01 sec",0.03620597,-0.09543149,2.776445,0.2791779,0.411433726549149,0.232344597578049,-7.10062265396118,0.4221334,0.09744594,-0.08660766,0.7249922,0.4297233,-7.201177,0.5617223
"1.02 sec",0.03594472,-0.09552994,2.776445,0.2736973,0.418245702981949,0.236473679542542,-7.10265016555786,0.4248737,0.06151665,-0.05654257,0.7249922,0.4297233,-7.201177,0.5617223
"1.03 sec",0.04944846,-0.1327322,2.004264,0.2683375,0.425013035535812,0.240496098995209,-7.10507917404175,0.4275536,0.01961382,-0.02919625,0.7249922,0.4297233,-7.201177,0.5617223
"1.04 sec",0.08234538,-0.2243727,1.195928,0.2630594,0.431771785020828,0.244473740458488,-7.10773134231567,0.4301926,-0.02029625,-0.006455479,0.7249922,0.4297233,-7.201177,0.5617223
"1.05 sec",0.08177026,-0.2245799,1.195928,0.257892,0.438546121120453,0.248451173305511,-7.1102123260498,0.4327763,-0.06539144,0.01532751,0.7249922,0.4297233,-7.201177,0.5617223
"1.06 sec",0.1489947,-0.08404992,1.179181,0.2528216,0.445352107286453,0.252453178167343,-7.11230945587158,0.4353116,-0.1105441,0.03510535,0.7249922,0.4297233,-7.201177,0.5617223
"1.07 sec",0.08200282,0.1499967,1.179158,0.2478076,0.452207267284393,0.256501287221909,-7.11401510238647,0.4378185,-0.1305454,0.05820089,0.7249922,0.4297233,-7.201177,0.5617223
"1.08 sec",-0.08008815,0.2251763,1.195928,0.242805,0.459115087985992,0.260611474514008,-7.11532402038574,0.4403198,-0.1004669,0.07533264,0.7249922,0.4297233,-7.201177,0.5617223
"1.09 sec",-0.07955401,0.2253628,1.195928,0.2380226,0.466056555509567,0.264785140752792,-7.11624097824097,0.4427111,-0.03342247,0.06316818,0.7249922,0.4297233,-7.201177,0.5617223
"1.1 sec",0.03401991,-0.09623036,2.776445,0.3342502,0.473000138998032,0.269000589847565,-7.11677312850952,0.444979,0.03802582,0.03157438,0.7801718,0.484652,-7.230504,0.6121041
"1.11 sec",0.03370662,-0.09634023,2.776445,0.3277326,0.479895919561386,0.273224502801895,-7.11729621887207,0.4482377,0.05946005,0.01330186,0.7801718,0.484652,-7.230504,0.6121041
"1.12 sec",0.03339074,-0.09644987,2.776445,0.3211687,0.486713021993637,0.277433097362518,-7.11822319030762,0.4515197,0.03572244,0.01160293,0.7801718,0.484652,-7.230504,0.6121041
"1.13 sec",0.03308155,-0.09655607,2.776445,0.3147509,0.49347910284996,0.28163555264473,-7.11955690383911,0.4547286,0.002516894,0.01529631,0.7801718,0.484652,-7.230504,0.6121041
"1.14 sec",0.03277831,-0.09665915,2.776445,0.3084633,0.50023227930069,0.285855412483215,-7.12129735946655,0.4578724,-0.02717577,0.01988745,0.7801718,0.484652,-7.230504,0.6121041
"1.15 sec",-0.1255185,-0.04245114,2.14145,0.09093177,0.507006347179413,0.290116310119629,-7.12344408035278,0.4609556,-0.04999426,0.02381503,0.8008322,0.4508392,-7.231905,0.5064215
"1.16 sec",-0.2261664,-0.07720385,1.195928,0.08887929,0.513821601867676,0.294428080320358,-7.12584543228149,0.4619819,-0.05990194,0.008333963,0.8008322,0.4508392,-7.231905,0.5064215
"1.17 sec",0.2262356,0.07699786,1.195928,0.2984488,0.520678222179413,0.298768758773804,-7.12811088562012,0.4628797,-0.06360848,-0.03436135,0.7801718,0.484652,-7.230504,0.6121041
"1.18 sec",0.2264568,0.07633482,1.195928,0.2926735,0.527575850486755,0.303110033273697,-7.12999200820923,0.4657673,-0.04944494,-0.03243602,0.7801718,0.484652,-7.230504,0.6121041
"1.19 sec",-0.1955603,-0.01021432,1.184641,0.07530087,0.534506976604462,0.307448953390121,-7.13148880004883,0.4687711,-0.02047543,0.01873761,0.8008322,0.4508392,-7.231905,0.5064215
"1.2 sec",0.06634746,-0.2048291,1.324748,0.1185712,0.541445732116699,0.311801254749298,-7.13259983062744,0.4696549,-0.002668689,0.0261191,0.8688414,0.5031623,-7.232538,0.5289406
"1.21 sec",0.05461331,-0.1688123,1.603249,0.1162362,0.548380732536316,0.316169202327728,-7.13335514068604,0.4708225,-0.02125376,0.01561044,0.8688414,0.5031623,-7.232538,0.5289406
"1.22 sec",0.04741634,-0.1469376,1.839817,0.1139277,0.555325567722321,0.320555865764618,-7.13385772705078,0.4719767,-0.05870704,0.0208624,0.8688414,0.5031623,-7.232538,0.5289406
"1.23 sec",0.04353814,-0.1353507,1.996605,0.1116704,0.562307000160217,0.324981689453125,-7.13423490524292,0.4731054,-0.08933511,0.02823879,0.8688414,0.5031623,-7.232538,0.5289406
"1.24 sec",-0.0006904309,-0.1085377,2.068544,0.1094464,0.569351673126221,0.329470098018646,-7.13458442687988,0.4742174,-0.1087794,0.03382279,0.8688414,0.5031623,-7.232538,0.5289406
"1.25 sec",-0.128535,-0.04142554,2.101345,0.1072552,0.576478123664856,0.334038376808167,-7.13496112823486,0.4753129,-0.1169036,0.03230324,0.8688414,0.5031623,-7.232538,0.5289406
"1.26 sec",-0.1294414,-0.04156816,2.087423,0.1051251,0.583696901798248,0.338689804077148,-7.13539218902588,0.476378,-0.1099764,0.01050213,0.8688414,0.5031623,-7.232538,0.5289406
"1.27 sec",-0.041678,0.1314686,2.057875,0.1030744,0.591012597084045,0.343402564525604,-7.13588285446167,0.4774034,-0.0944268,-0.0235179,0.8688414,0.5031623,-7.232538,0.5289406
"1.28 sec",-0.04217448,0.1335089,2.027294,0.1010816,0.598423898220062,0.348138928413391,-7.13642406463623,0.4783998,-0.05909298,-0.04453503,0.8688414,0.5031623,-7.232538,0.5289406
"1.29 sec",-0.04257202,0.1352467,2.002065,0.09909028,0.605908393859863,0.352863371372223,-7.13700342178345,0.4793954,-0.01062193,-0.05053682,0.8688414,0.5031623,-7.232538,0.5289406
"1.3 sec",0.03059748,-0.09736948,2.776445,0.07813305,0.613426089286804,0.357548236846924,-7.13760805130005,0.4803863,0.03282984,-0.05079063,0.9389658,0.5437034,-7.252346,0.5194528
"1.31 sec",0.0305204,-0.09739359,2.776444,0.07654762,0.620938420295715,0.362164050340652,-7.13841438293457,0.481179,0.03927624,-0.04072946,0.9389658,0.5437034,-7.252346,0.5194528
"1.32 sec",0.03044792,-0.09741621,2.776444,0.07505691,0.62843132019043,0.366706758737564,-7.13962554931641,0.4819244,0.01458165,-0.02368376,0.9389658,0.5437034,-7.252346,0.5194528
"1.33 sec",0.0303772,-0.09743822,2.776444,0.07360297,0.635922014713287,0.371211051940918,-7.14124345779419,0.4826513,-0.01499108,-0.007811217,0.9389658,0.5437034,-7.252346,0.5194528
"1.34 sec",0.04233526,-0.136386,1.987902,0.07216263,0.643435895442963,0.375714778900146,-7.14326810836792,0.4833715,-0.04030914,0.004588738,0.9389658,0.5437034,-7.252346,0.5194528
"1.35 sec",-0.07732815,-0.1520603,1.179088,0.07074279,0.6509889960289,0.38024428486824,-7.14551162719727,0.4840814,-0.06389259,0.01487652,0.9389658,0.5437034,-7.252346,0.5194528
"1.36 sec",-0.07008569,0.2284369,1.195928,0.06931663,0.65858119726181,0.384806096553802,-7.14757490158081,0.4847945,-0.08722361,0.009501049,0.9389658,0.5437034,-7.252346,0.5194528
"1.37 sec",-0.06993306,0.228483,1.195928,0.06796885,0.666214406490326,0.389395177364349,-7.1492486000061,0.4854684,-0.06283946,-0.008288313,0.9389658,0.5437034,-7.252346,0.5194528
"1.38 sec",-0.06979202,0.2285254,1.195928,0.06672353,0.673881471157074,0.393996596336365,-7.15053844451904,0.486091,0.001663802,-0.02583455,0.9389658,0.5437034,-7.252346,0.5194528
