Time,Roll,Pitch,Data,Yaw,x,y,z,roll,pitch,yaw,desired x,desired y,desired z,desired yaw
"0.12 sec",0.1576226,-0.1800956,1.195928,0.5,0.00330791692249477,0.00337554002180696,-7.01496362686157,0.05962972,-0.1616695,0.1462912,0.2315068,0.318862,-7.043324,0.9439419
"0.13 sec",0.1567252,-0.180875,1.195928,0.5,0.00403888989239931,0.00412412546575069,-7.01490259170532,0.06462838,-0.1681413,0.15082,0.2315068,0.318862,-7.043324,0.9439419
"0.14 sec",0.155824,-0.1816498,1.195928,0.5,0.00486269546672702,0.00496865902096033,-7.01444292068481,0.06962793,-0.172592,0.1534411,0.2315068,0.318862,-7.043324,0.9439419
"0.15 sec",0.1549188,-0.18242,1.195928,0.5,0.00578132271766663,0.00591135816648602,-7.01358461380005,0.07462784,-0.1756912,0.1547841,0.2315068,0.318862,-7.043324,0.9439419
"0.16 sec",0.08553506,-0.1007857,2.14744,0.5,0.00679601822048426,0.00695364410057664,-7.01232719421387,0.07962787,-0.1779123,0.1552928,0.2315068,0.318862,-7.043324,0.9439419
"0.17 sec",0.06573556,-0.07811331,2.776445,0.5,0.0079433498904109,0.00813358370214701,-7.0108904838562,0.0846238,-0.169968,0.1473095,0.2315068,0.318862,-7.043324,0.9439419
"0.18 sec",0.06534589,-0.0784394,2.776444,0.5,0.00927773024886847,0.00950797274708748,-7.00966501235962,0.08960714,-0.1513007,0.130516,0.2315068,0.318862,-7.043324,0.9439419
"0.19 sec",0.06495482,-0.07876334,2.776444,0.5,0.0108024347573519,0.0110807279124856,-7.00881862640381,0.09458761,-0.1311785,0.1126767,0.2315068,0.318862,-7.043324,0.9439419
"0.2 sec",0.06456167,-0.07908569,2.776445,0.5,0.0124924080446362,0.0128262992948294,-7.00835943222046,0.09957401,-0.1146024,0.09790529,0.2583006,0.3152535,-7.052071,0.8883083
"0.21 sec",0.06416646,-0.07940646,2.776445,0.5,0.0143265640363097,0.0147230681031942,-7.00829124450684,0.1045664,-0.1024418,0.08687512,0.2583006,0.3152535,-7.052071,0.8883083
"0.22 sec",0.06376934,-0.07972549,2.776445,0.5,0.0162892062216997,0.0167547948658466,-7.00861740112305,0.1095627,-0.0941042,0.07906929,0.2583006,0.3152535,-7.052071,0.8883083
"0.23 sec",0.07219694,-0.09125692,2.437496,0.5,0.0183694176375866,0.0189100429415703,-7.00934076309204,0.114561,-0.08865606,0.07370238,0.2583006,0.3152535,-7.052071,0.8883083
"0.24 sec",0.107101,-0.137302,1.634454,0.5,0.0205537918955088,0.0211746208369732,-7.0103816986084,0.1195605,-0.086547,0.07108325,0.2583006,0.3152535,-7.052071,0.8883083
"0.25 sec",0.1308448,-0.170086,1.330579,0.5,0.0228180736303329,0.0235229004174471,-7.0114631652832,0.1245595,-0.09217411,0.07454447,0.2583006,0.3152535,-7.052071,0.8883083
"0.26 sec",0.1280775,-0.1681565,1.35042,0.5,0.0251436065882444,0.0259350314736366,-7.01230382919312,0.1295525,-0.1065812,0.08472019,0.2583006,0.3152535,-7.052071,0.8883083
"0.27 sec",0.04646612,-0.1402194,1.513807,0.5,0.0275323465466499,0.0284126792103052,-7.01282787322998,0.1345427,-0.1232811,0.09654129,0.2583006,0.3152535,-7.052071,0.8883083
"0.28 sec",-0.01023363,-0.02825549,1.713723,0.5,0.0299983453005552,0.0309695713222027,-7.01307535171509,0.1395416,-0.1340118,0.09684641,0.2583006,0.3152535,-7.052071,0.8883083
"0.29 sec",-0.0477306,0.06884553,1.902023,0.5,0.032558299601078,0.0336169190704823,-7.01313638687134,0.1445337,-0.1254996,0.08049999,0.2583006,0.3152535,-7.052071,0.8883083
"0.3 sec",0.06053992,-0.08220242,2.776445,0.5,0.0352170988917351,0.0363507308065891,-7.01310777664185,0.1494881,-0.09247968,0.05342576,0.2662596,0.3471188,-7.075052,0.9314963
"0.31 sec",0.06013076,-0.08250189,2.776445,0.5,0.0379711128771305,0.0391610153019428,-7.01325035095215,0.1544623,-0.06820986,0.03797596,0.2662596,0.3471188,-7.075052,0.9314963
"0.32 sec",0.07046034,-0.01712393,2.769277,0.5,0.0408123023808002,0.0420398712158203,-7.01379489898682,0.1594615,-0.06340557,0.03756177,0.2662596,0.3471188,-7.075052,0.9314963
"0.33 sec",0.08022616,0.04257374,2.773425,0.5,0.0437315478920937,0.044984694570303,-7.01474189758301,0.1644629,-0.0580365,0.04305414,0.2662596,0.3471188,-7.075052,0.9314963
"0.34 sec",0.09113503,0.06472796,2.536749,0.5,0.046718817204237,0.0480015650391579,-7.01608943939209,0.1694695,-0.04144187,0.05128638,0.2662596,0.3471188,-7.075052,0.9314963
"0.35 sec",0.1812368,0.1286803,1.285368,0.5,0.0497484616935253,0.0510948300361633,-7.01778364181519,0.174481,-0.01730898,0.06083166,0.2662596,0.3471188,-7.075052,0.9314963
"0.36 sec",0.1956521,0.1377423,1.195928,0.5,0.0527866259217262,0.0542491227388382,-7.01946640014648,0.1795109,0.01363684,0.08029395,0.2662596,0.3471188,-7.075052,0.9314963
"0.37 sec",0.1963426,0.1367497,1.195928,0.5,0.0558077096939087,0.0574511922895908,-7.02078771591187,0.1845578,0.04672791,0.107856,0.2662596,0.3471188,-7.075052,0.9314963
"0.38 sec",0.197027,0.135755,1.195928,0.5,0.0587899722158909,0.0607113689184189,-7.02172136306763,0.1895963,0.07461703,0.1337799,0.2662596,0.3471188,-7.075052,0.9314963
"0.39 sec",0.0962849,0.1531819,1.193306,0.5,0.0617142245173454,0.064041331410408,-7.02226543426514,0.1946193,0.09525719,0.1542446,0.2662596,0.3471188,-7.075052,0.9314963
"0.4 sec",0.05634939,-0.08512627,2.776445,0.5,0.0645660161972046,0.0674495622515678,-7.02241611480713,0.1996237,0.1115917,0.1573053,0.2946033,0.3704291,-7.117709,0.9214014
"0.41 sec",0.05592253,-0.08540691,2.776444,0.5,0.0672850832343102,0.0709837898612022,-7.02254104614258,0.2046359,0.09707697,0.1416977,0.2946033,0.3704291,-7.117709,0.9214014
"0.42 sec",0.05549162,-0.08568712,2.776445,0.5,0.0698367655277252,0.0746828317642212,-7.02305269241333,0.2096791,0.05699103,0.1200552,0.2946033,0.3704291,-7.117709,0.9214014
"0.43 sec",0.05505954,-0.08596499,2.776444,0.5,0.0722769796848297,0.0785284712910652,-7.02395915985107,0.2147196,0.01671943,0.1006448,0.2946033,0.3704291,-7.117709,0.9214014
"0.44 sec",0.05462733,-0.08623988,2.776445,0.5,0.0746639296412468,0.0825058296322823,-7.02526473999023,0.2197455,-0.01580881,0.08563204,0.2946033,0.3704291,-7.117709,0.9214014
"0.45 sec",0.05523228,-0.095947,2.470832,0.5,0.0770452544093132,0.086604118347168,-7.02697277069092,0.2247595,-0.03963846,0.07485326,0.2946033,0.3704291,-7.117709,0.9214014
"0.46 sec",-0.08156961,-0.1561247,1.180231,0.5,0.0794540718197823,0.0908102616667747,-7.02901029586792,0.2297666,-0.05726758,0.0675553,0.2946033,0.3704291,-7.117709,0.9214014
"0.47 sec",-0.2029407,-0.1266722,1.195928,0.5,0.0818987861275673,0.0950890928506851,-7.03099250793457,0.2347875,-0.07728247,0.04688332,0.2946033,0.3704291,-7.117709,0.9214014
"0.48 sec",-0.2035751,-0.1256413,1.195928,0.5,0.0843817889690399,0.0994043573737144,-7.03258514404297,0.2398293,-0.09538369,0.001130034,0.2946033,0.3704291,-7.117709,0.9214014
"0.49 sec",-0.2042033,-0.1246088,1.195928,0.5,0.0869197323918343,0.103733390569687,-7.03379249572754,0.2448626,-0.1068597,-0.0531353,0.2946033,0.3704291,-7.117709,0.9214014
"0.5 sec",0.05200747,-0.08784215,2.776445,0.5,0.0895268470048904,0.108047425746918,-7.03461217880249,0.2498804,-0.1138379,-0.0995454,0.3304827,0.4039444,-7.125054,0.8873823
"0.51 sec",0.06920955,-0.1184479,2.06946,0.5,0.0922645330429077,0.112294666469097,-7.03541278839111,0.2548831,-0.1137606,-0.104624,0.3304827,0.4039444,-7.125054,0.8873823
"0.52 sec",0.09665288,-0.1679799,1.470325,0.5,0.0951670557260513,0.116455689072609,-7.03643798828125,0.2598853,-0.1122939,-0.07360304,0.3304827,0.4039444,-7.125054,0.8873823
"0.53 sec",0.1069298,-0.1883553,1.318027,0.5,0.0981836542487144,0.120577871799469,-7.03736686706543,0.2648725,-0.1189155,-0.0328507,0.3304827,0.4039444,-7.125054,0.8873823
"0.54 sec",0.09812784,-0.1746089,1.423349,0.5,0.101286686956882,0.124699048697948,-7.03800821304321,0.2698448,-0.1330492,0.006332794,0.3304827,0.4039444,-7.125054,0.8873823
"0.55 sec",0.08490898,-0.1525485,1.629812,0.5,0.104476109147072,0.128848418593407,-7.03834676742554,0.2748225,-0.146751,0.03715708,0.3304827,0.4039444,-7.125054,0.8873823
"0.56 sec",0.07469314,-0.1355953,1.835689,0.5,0.107764646410942,0.133054822683334,-7.03845596313477,0.2798143,-0.1539595,0.05711883,0.3304827,0.4039444,-7.125054,0.8873823
"0.57 sec",-0.001846101,-0.1048933,1.980166,0.5,0.111166320741177,0.137344613671303,-7.03843641281128,0.2848139,-0.1539942,0.06756999,0.3304827,0.4039444,-7.125054,0.8873823
"0.58 sec",-0.09236522,-0.02700319,2.072794,0.5,0.114689499139786,0.141735702753067,-7.03837490081787,0.2898118,-0.1468426,0.06331586,0.3304827,0.4039444,-7.125054,0.8873823
"0.59 sec",-0.07324918,0.08525725,2.111915,0.5,0.118335396051407,0.146228209137917,-7.03833150863647,0.2947868,-0.1273051,0.03878389,0.3304827,0.4039444,-7.125054,0.8873823
"0.6 sec",0.1106267,-0.2120271,1.195928,0.5,0.122094817459583,0.150796979665756,-7.03834390640259,0.2997256,-0.0884703,0.007904056,0.3400441,0.4684957,-7.111557,0.9695112
"0.61 sec",0.1095766,-0.2125657,1.195928,0.5,0.125926733016968,0.155399009585381,-7.03820943832397,0.3047095,-0.07701016,0.003969721,0.3400441,0.4684957,-7.111557,0.9695112
"0.62 sec",0.1652317,-0.04312121,1.179141,0.5,0.129803046584129,0.160018637776375,-7.03769063949585,0.3096877,-0.09991415,0.0234345,0.3400441,0.4684957,-7.111557,0.9695112
"0.63 sec",0.1528854,0.07849257,1.655262,0.5,0.133730515837669,0.164669767022133,-7.03678178787231,0.3146729,-0.1093923,0.05277552,0.3400441,0.4684957,-7.111557,0.9695112
"0.64 sec",0.09615327,0.04849109,2.63239,0.5,0.137716725468636,0.169380277395248,-7.03558921813965,0.3197061,-0.08532423,0.08245398,0.3400441,0.4684957,-7.111557,0.9695112
"0.65 sec",0.09138013,0.0454917,2.776445,0.5,0.141757234930992,0.174201413989067,-7.03446817398071,0.3247378,-0.04938852,0.0989096,0.3400441,0.4684957,-7.111557,0.9695112
"0.66 sec",0.09160669,0.04503277,2.776445,0.5,0.145818755030632,0.179168969392776,-7.03370761871338,0.3297449,-0.01945178,0.1030249,0.3400441,0.4684957,-7.111557,0.9695112
"0.67 sec",0.09183059,0.04457343,2.776445,0.5,0.149860516190529,0.184280022978783,-7.03334665298462,0.334744,0.00250098,0.1021297,0.3400441,0.4684957,-7.111557,0.9695112
"0.68 sec",0.07603507,0.06040357,2.437072,0.5,0.153853312134743,0.189523741602898,-7.03338575363159,0.3397423,0.01759703,0.09987224,0.3400441,0.4684957,-7.111557,0.9695112
"0.69 sec",-0.05570415,0.1185208,2.166889,0.5,0.157781794667244,0.194882825016975,-7.03374481201172,0.34474,0.02941994,0.09579524,0.3400441,0.4684957,-7.111557,0.9695112
"0.7 sec",0.09997676,-0.2171914,1.195928,0.5,0.161641463637352,0.200332850217819,-7.03427171707153,0.3497233,0.04595642,0.07536066,0.3908896,0.5127744,-7.094439,0.9377888
"0.71 sec",0.09889717,-0.2176789,1.195928,0.5,0.16544497013092,0.205833554267883,-7.03466701507568,0.3547277,0.0262456,0.06152187,0.3908896,0.5127744,-7.094439,0.9377888
"0.72 sec",0.09781776,-0.2181599,1.195928,0.5,0.169222176074982,0.21136462688446,-7.03467845916748,0.3597204,-0.02749542,0.06447397,0.3908896,0.5127744,-7.094439,0.9377888
"0.73 sec",0.09673867,-0.2186344,1.195928,0.5,0.173001065850258,0.216937735676765,-7.03430461883545,0.3647008,-0.08145425,0.07184086,0.3908896,0.5127744,-7.094439,0.9377888
"0.74 sec",0.05650963,-0.1285018,2.022391,0.5,0.176809459924698,0.222568050026894,-7.03354454040527,0.3696855,-0.1250373,0.07896259,0.3908896,0.5127744,-7.094439,0.9377888
"0.75 sec",0.04068523,-0.09361417,2.776445,0.5,0.180687963962555,0.228292658925056,-7.03258895874023,0.3746835,-0.1464076,0.07988744,0.3908896,0.5127744,-7.094439,0.9377888
"0.76 sec",-0.07473959,-0.04801217,2.772928,0.5,0.184691548347473,0.234167605638504,-7.03182601928711,0.379683,-0.1454915,0.07374499,0.3908896,0.5127744,-7.094439,0.9377888
"0.77 sec",-0.09201593,-0.03509495,2.775443,0.5,0.188842698931694,0.24020928144455,-7.03145122528076,0.384665,-0.1297219,0.05197758,0.3908896,0.5127744,-7.094439,0.9377888
"0.78 sec",-0.0506262,0.07434832,2.667012,0.5,0.193132743239403,0.246383532881737,-7.03146934509277,0.3896259,-0.1072607,0.01853912,0.3908896,0.5127744,-7.094439,0.9377888
"0.79 sec",-0.04615806,0.1123465,2.335151,0.5,0.19754646718502,0.252637088298798,-7.03185987472534,0.394579,-0.07333727,-0.008518399,0.3908896,0.5127744,-7.094439,0.9377888
"0.8 sec",0.08912717,-0.2218035,1.195928,0.5,0.202048614621162,0.258917689323425,-7.03252029418945,0.3995418,-0.02944277,-0.0244998,0.4215329,0.5788909,-7.089427,0.969565
"0.81 sec",0.08802806,-0.2222359,1.195928,0.5,0.206588789820671,0.265193253755569,-7.03309631347656,0.4045331,-0.02697708,-0.01787447,0.4215329,0.5788909,-7.089427,0.969565
"0.82 sec",0.05951735,-0.1515589,1.745668,0.5,0.211149409413338,0.271466732025146,-7.03328943252563,0.409491,-0.06436912,0.004902,0.4215329,0.5788909,-7.089427,0.969565
"0.83 sec",0.04598955,-0.1186017,2.230187,0.5,0.215752601623535,0.277763515710831,-7.03322792053223,0.4144543,-0.09868314,0.02483582,0.4215329,0.5788909,-7.089427,0.969565
"0.84 sec",0.047642,-0.09793111,2.401841,0.5,0.220434591174126,0.284121692180634,-7.03316831588745,0.4194432,-0.1159013,0.03619407,0.4215329,0.5788909,-7.089427,0.969565
"0.85 sec",0.1102567,0.03983409,2.38181,0.5,0.22522060573101,0.290571630001068,-7.03327465057373,0.4244419,-0.1194049,0.04181704,0.4215329,0.5788909,-7.089427,0.969565
"0.86 sec",0.04782245,0.07564668,2.258924,0.5,0.23011326789856,0.297125250101089,-7.03358745574951,0.4294516,-0.1002794,0.05201639,0.4215329,0.5788909,-7.089427,0.969565
"0.87 sec",-0.04546411,0.1245975,2.139434,0.5,0.235085338354111,0.303781002759933,-7.03407287597656,0.4344653,-0.06281257,0.05937276,0.4215329,0.5788909,-7.089427,0.969565
"0.88 sec",-0.04728736,0.131667,2.029011,0.5,0.240093052387238,0.310523331165314,-7.03467464447021,0.4394425,-0.01839105,0.04866595,0.4215329,0.5788909,-7.089427,0.969565
"0.89 sec",-0.04835842,0.136805,1.95682,0.5,0.245097413659096,0.317319303750992,-7.03533744812012,0.444395,0.0242496,0.02686313,0.4215329,0.5788909,-7.089427,0.969565
"0.9 sec",0.03359899,-0.09637772,2.776445,0.5,0.250069171190262,0.324129641056061,-7.03601598739624,0.4493564,0.05917152,0.005560844,0.4806363,0.6309279,-7.116689,0.9263188
"0.91 sec",0.03311798,-0.09654361,2.776445,0.5,0.254977703094482,0.330917119979858,-7.03688430786133,0.4543507,0.05809797,-0.002023888,0.4806363,0.6309279,-7.116689,0.9263188
"0.92 sec",0.03263629,-0.09670706,2.776444,0.5,0.259817332029343,0.337669312953949,-7.03815746307373,0.4593436,0.02756685,0.002452514,0.4806363,0.6309279,-7.116689,0.9263188
"0.93 sec",0.03215433,-0.09686793,2.776444,0.5,0.26462122797966,0.344408005475998,-7.03983688354492,0.464331,-0.006221965,0.009681395,0.4806363,0.6309279,-7.116689,0.9263188
"0.94 sec",0.03409593,-0.1044862,2.579074,0.5,0.269426286220551,0.351162254810333,-7.04192399978638,0.4693213,-0.03445775,0.01627305,0.4806363,0.6309279,-7.116689,0.9263188
"0.95 sec",-0.1706125,-0.1041618,1.185545,0.5,0.274261742830276,0.357956141233444,-7.0443696975708,0.4743154,-0.05634524,0.02158706,0.4806363,0.6309279,-7.116689,0.9263188
"0.96 sec",-0.2274699,-0.07321137,1.195928,0.5,0.27913436293602,0.364790081977844,-7.04679203033447,0.4793297,-0.07250763,0.001789912,0.4806363,0.6309279,-7.116689,0.9263188
"0.97 sec",-0.1223742,0.1330166,1.18119,0.5,0.284044981002808,0.371643483638763,-7.04882717132568,0.4843479,-0.08001159,-0.04472218,0.4806363,0.6309279,-7.116689,0.9263188
"0.98 sec",-0.06906239,0.2287434,1.195928,0.5,0.28900820016861,0.378495275974274,-7.0504732131958,0.4893103,-0.05687745,-0.08263027,0.4806363,0.6309279,-7.116689,0.9263188
"0.99 sec",-0.06793639,0.229075,1.195928,0.5,0.294022172689438,0.385319888591766,-7.05172967910767,0.4942724,-0.001366958,-0.0958379,0.4806363,0.6309279,-7.116689,0.9263188
"1 sec",0.02875581,-0.09792756,2.776445,0.5,0.299063473939896,0.392094999551773,-7.05260038375854,0.4992758,0.06091661,-0.09440836,0.5162927,0.7033828,-7.151119,0.9615211
"1.01 sec",0.02826583,-0.0980697,2.776445,0.5,0.304094403982162,0.398762613534927,-7.05345678329468,0.5042838,0.07505189,-0.07741262,0.5162927,0.7033828,-7.151119,0.9615211
"1.02 sec",0.02777966,-0.09820811,2.776445,0.5,0.309090048074722,0.405289232730865,-7.05471229553223,0.5092456,0.04557927,-0.05150091,0.5162927,0.7033828,-7.151119,0.9615211
"1.03 sec",0.02729356,-0.09834392,2.776445,0.5,0.314066201448441,0.411722809076309,-7.05637168884277,0.5141999,0.008254288,-0.02803005,0.5162927,0.7033828,-7.151119,0.9615211
"1.04 sec",0.02680534,-0.09847771,2.776445,0.5,0.319051265716553,0.41811603307724,-7.05843782424927,0.5191689,-0.02423854,-0.009978725,0.5162927,0.7033828,-7.151119,0.9615211
"1.05 sec",0.2145528,0.03443215,1.194081,0.5,0.324071854352951,0.424512952566147,-7.06091022491455,0.5241522,-0.04889034,0.002792315,0.5162927,0.7033828,-7.151119,0.9615211
"1.06 sec",0.2308268,0.06161456,1.195928,0.5,0.329130440950394,0.430934548377991,-7.0634126663208,0.5291517,-0.0508347,0.03329017,0.5162927,0.7033828,-7.151119,0.9615211
"1.07 sec",0.004203167,0.1949365,1.184444,0.5,0.33420392870903,0.437388747930527,-7.06553173065186,0.5341959,-0.03174081,0.08011057,0.5162927,0.7033828,-7.151119,0.9615211
"1.08 sec",-0.05766576,0.2318278,1.195928,0.5,0.339269310235977,0.443891495466232,-7.06726217269897,0.5392296,0.007868788,0.09781379,0.5162927,0.7033828,-7.151119,0.9615211
"1.09 sec",-0.05652788,0.2321031,1.195928,0.5,0.344301253557205,0.450439751148224,-7.06860399246216,0.5441792,0.06105945,0.07796551,0.5162927,0.7033828,-7.151119,0.9615211
"1.1 sec",0.02385144,-0.09923224,2.776445,0.5,0.349278420209885,0.457008600234985,-7.0695595741272,0.5490965,0.1110952,0.04551145,0.5768029,0.7620578,-7.164281,0.929949
"1.11 sec",0.023357,-0.09934942,2.776444,0.5,0.354142159223557,0.463556677103043,-7.07050085067749,0.5540844,0.1118066,0.02485667,0.5768029,0.7620578,-7.164281,0.929949
"1.12 sec",0.02326459,-0.101234,2.728106,0.5,0.358859181404114,0.470056384801865,-7.07183980941772,0.5590975,0.07082251,0.01810271,0.5768029,0.7620578,-7.164281,0.929949
"1.13 sec",0.04013516,-0.1794497,1.54726,0.5,0.363480269908905,0.476526260375977,-7.073570728302,0.5641003,0.02460803,0.01688953,0.5768029,0.7620578,-7.164281,0.929949
"1.14 sec",0.05078079,-0.2334052,1.195928,0.5,0.368065297603607,0.482995420694351,-7.07540369033813,0.5690941,-0.02347616,0.01958795,0.5768029,0.7620578,-7.164281,0.929949
"1.15 sec",0.04962718,-0.2336489,1.195928,0.5,0.372655600309372,0.489484071731567,-7.07694530487061,0.5740792,-0.07521404,0.02554175,0.5768029,0.7620578,-7.164281,0.929949
"1.16 sec",-0.1368285,-0.1145195,1.180697,0.5,0.377275049686432,0.496009826660156,-7.07810211181641,0.5790643,-0.1222731,0.0320634,0.5768029,0.7620578,-7.164281,0.929949
"1.17 sec",-0.1597489,-0.0005294115,1.510442,0.5,0.381944268941879,0.502589344978333,-7.07886791229248,0.5840775,-0.144798,0.01570986,0.5768029,0.7620578,-7.164281,0.929949
"1.18 sec",-0.03051447,0.1540683,1.808539,0.5,0.386687695980072,0.509228229522705,-7.07931470870972,0.5890552,-0.1325351,-0.02184916,0.5768029,0.7620578,-7.164281,0.929949
"1.19 sec",-0.02695011,0.1395692,1.996734,0.5,0.391528993844986,0.515911161899567,-7.07959890365601,0.5939999,-0.084837,-0.04526827,0.5768029,0.7620578,-7.164281,0.929949
"1.2 sec",0.01888165,-0.1002933,2.776445,0.5,0.396458745002747,0.522603571414948,-7.07984638214111,0.5989851,-0.0249753,-0.04906768,0.617035,0.8313198,-7.179018,0.950408
"1.21 sec",0.01838008,-0.1003861,2.776445,0.5,0.401445746421814,0.529266476631165,-7.08029460906982,0.6039922,-0.002134799,-0.04047232,0.617035,0.8313198,-7.179018,0.950408
"1.22 sec",0.01787958,-0.1004762,2.776445,0.5,0.406469851732254,0.53588742017746,-7.08114862442017,0.6089841,-0.01424435,-0.02626297,0.617035,0.8313198,-7.179018,0.950408
"1.23 sec",0.01737921,-0.1005636,2.776445,0.5,0.411531865596771,0.542490243911743,-7.08240938186646,0.6139703,-0.03489213,-0.01322621,0.617035,0.8313198,-7.179018,0.950408
"1.24 sec",0.02654029,-0.1586878,1.765775,0.5,0.416644036769867,0.549105525016785,-7.08407592773438,0.6189603,-0.05417542,-0.003202014,0.617035,0.8313198,-7.179018,0.950408
"1.25 sec",0.1581315,-0.07237875,1.17977,0.5,0.421808451414108,0.555752396583557,-7.08590841293335,0.6239516,-0.07603515,0.0049547,0.617035,0.8313198,-7.179018,0.950408
"1.26 sec",0.1769846,0.08210348,1.18443,0.5,0.427014976739883,0.562434613704681,-7.08750152587891,0.6289391,-0.0889786,0.02699224,0.617035,0.8313198,-7.179018,0.950408
"1.27 sec",-0.03418559,0.2260284,1.248364,0.5,0.432252913713455,0.569160223007202,-7.08870220184326,0.6339667,-0.07186589,0.06166974,0.617035,0.8313198,-7.179018,0.950408
"1.28 sec",-0.0270384,0.1844426,1.526287,0.5,0.437502980232239,0.575939357280731,-7.08952713012695,0.6389877,-0.01976715,0.07048519,0.617035,0.8313198,-7.179018,0.950408
"1.29 sec",-0.02239114,0.1579114,1.781095,0.5,0.442734569311142,0.582763373851776,-7.09005928039551,0.6439389,0.03965314,0.05378409,0.617035,0.8313198,-7.179018,0.950408
"1.3 sec",0.03089026,-0.2268993,1.246215,0.5,0.4479139149189,0.589602708816528,-7.09043169021606,0.6488926,0.08340619,0.03345683,0.6461895,0.9166836,-7.177031,1.025833
"1.31 sec",0.01984693,-0.1506404,1.868817,0.5,0.453030526638031,0.596428275108337,-7.09058380126953,0.6538941,0.06681817,0.02244495,0.6461895,0.9166836,-7.177031,1.025833
"1.32 sec",0.01610073,-0.1269551,2.216331,0.5,0.458099126815796,0.603239119052887,-7.09052419662476,0.6589027,0.0131738,0.01925688,0.6461895,0.9166836,-7.177031,1.025833
"1.33 sec",0.06656305,-0.05518133,2.317608,0.5,0.463145703077316,0.610057830810547,-7.09050035476685,0.6639065,-0.03276654,0.01779956,0.6461895,0.9166836,-7.177031,1.025833
"1.34 sec",0.1225043,0.01440884,2.298935,0.5,0.468207091093063,0.616914629936218,-7.09062623977661,0.668902,-0.0571177,0.02279399,0.6461895,0.9166836,-7.177031,1.025833
"1.35 sec",0.127771,0.01438401,2.205921,0.5,0.47330117225647,0.623832285404205,-7.09092378616333,0.6739031,-0.05625222,0.039389,0.6461895,0.9166836,-7.177031,1.025833
"1.36 sec",0.1339116,0.01439968,2.106488,0.5,0.478415995836258,0.630823731422424,-7.09136486053467,0.6789184,-0.04224214,0.06142827,0.6461895,0.9166836,-7.177031,1.025833
"1.37 sec",0.03392184,0.1002554,2.020982,0.5,0.483524858951569,0.637895047664642,-7.09190082550049,0.6839347,-0.02687794,0.08200219,0.6461895,0.9166836,-7.177031,1.025833
"1.38 sec",-0.01371185,0.1422,1.986678,0.5,0.488602221012115,0.645047724246979,-7.09248542785645,0.6889401,-0.004069422,0.08695546,0.6461895,0.9166836,-7.177031,1.025833
"1.39 sec",-0.01315741,0.1439306,1.963858,0.5,0.49362787604332,0.652268469333649,-7.09308767318726,0.6939176,0.02831683,0.07267289,0.6461895,0.9166836,-7.177031,1.025833
"1.4 sec",0.02043729,-0.2379073,1.195928,0.5,0.498586595058441,0.659526228904724,-7.09369373321533,0.6988824,0.06090491,0.05149829,0.7154248,0.9766543,-7.172469,0.9710559
"1.41 sec",0.01925695,-0.2380039,1.195928,0.5,0.503484308719635,0.666788697242737,-7.0941162109375,0.7038899,0.04285881,0.03620302,0.7154248,0.9766543,-7.172469,0.9710559
