Time,desired yaw,desired x,desired y,desired z,WorldPosition_1,WorldPosition_2,WorldPosition_3,WorldVelocity_1,WorldVelocity_2,WorldVelocity_3,EulerZYX_1,EulerZYX_2,EulerZYX_3,BodyAngularRateRPY_1,BodyAngularRateRPY_2,BodyAngularRateRPY_3,Thrust,Roll CS,Pitch CS,Yaw CS,Thrust CS
"0.17 sec",0.6167006,0.3146538,0.2234707,-7.0641,0.004374284,0.006048965,-6.985638,0.04569555,0.08534995,-0.04638622,0.06374183,-0.01120601,0.03516279,-0.6178858,-0.7762151,0.4685965,10.19257,0.004481355,-0.03897723,0.4308964,10.08809
"0.18 sec",0.6167006,0.3146538,0.2234707,-7.0641,0.004837114,0.006919486,-6.986115,0.04700452,0.08864351,-0.04913096,0.06805865,-0.01885044,0.02810266,-0.7211695,-0.6974314,0.4508668,10.08884,-0.001016397,-0.03586158,0.4233092,10.06224
"0.19 sec",0.6167006,0.3146538,0.2234707,-7.0641,0.005316811,0.00781951,-6.986619,0.04904064,0.09124389,-0.0516037,0.07229798,-0.02478152,0.02063271,-0.7134202,-0.4774674,0.4333107,10.06954,-0.00259865,-0.03205096,0.4153252,10.11282
"0.2 sec",0.6520733,0.3150628,0.2448434,-7.036338,0.005819725,0.008742142,-6.98715,0.05160889,0.0931753,-0.05456964,0.07645664,-0.02833192,0.01388206,-0.59849,-0.2437869,0.4186665,10.1122,0.000698325,-0.0338603,0.4098195,9.57622
"0.21 sec",0.6520733,0.3150628,0.2448434,-7.036338,0.006349282,0.009680753,-6.987685,0.05433645,0.09447046,-0.05232147,0.08055822,-0.03036105,0.008938299,-0.3802533,-0.1582645,0.4110968,9.576751,0.004023937,-0.02997131,0.4133549,9.736956
"0.22 sec",0.6520733,0.3150628,0.2448434,-7.036338,0.006907244,0.01063048,-6.988204,0.0572736,0.09543478,-0.05150145,0.08469011,-0.031215,0.006173201,-0.1718891,-0.0271134,0.4133324,9.734488,0.008656316,-0.03191158,0.4075844,9.826143
"0.23 sec",0.6520733,0.3150628,0.2448434,-7.036338,0.00749505,0.01158897,-6.988719,0.06029278,0.09625412,-0.05158967,0.08876892,-0.03146028,0.00543082,0.01695602,-0.01779019,0.4074855,9.825677,0.01260536,-0.03125947,0.4007069,9.802244
"0.24 sec",0.6520733,0.3150628,0.2448434,-7.036338,0.008113109,0.01255564,-6.989234,0.06331822,0.09709564,-0.05146629,0.09277952,-0.03154946,0.006289214,0.1498269,0.001457316,0.4005061,9.808119,0.01541918,-0.02819221,0.3949291,9.808006
"0.25 sec",0.6520733,0.3150628,0.2448434,-7.036338,0.008761341,0.01353138,-6.989749,0.06631815,0.09808506,-0.05139523,0.0967318,-0.0311668,0.008118337,0.2176743,0.0662892,0.3942182,9.808972,0.016891,-0.02510941,0.3884035,9.841917
"0.26 sec",0.6520733,0.3150628,0.2448434,-7.036338,0.00943921,0.01451805,-6.990264,0.06923416,0.09928315,-0.05165558,0.1006193,-0.03011225,0.01028719,0.2262706,0.1332096,0.3868909,9.841283,0.01706439,-0.02219735,0.3806029,9.872196
"0.27 sec",0.6520733,0.3150628,0.2448434,-7.036338,0.01014553,0.01551775,-6.990784,0.07199965,0.1006902,-0.05222371,0.1044295,-0.02847212,0.01227581,0.1897748,0.1845873,0.3782269,9.860835,0.01623427,-0.01728389,0.3721243,9.899132
"0.28 sec",0.6520733,0.3150628,0.2448434,-7.036338,0.01087852,0.01653241,-6.99131,0.07455664,0.1022628,-0.0530598,0.1081552,-0.02616717,0.01373809,0.1269995,0.2590898,0.3684868,9.898528,0.01504987,-0.01124624,0.3625565,9.943164
"0.29 sec",0.6520733,0.3150628,0.2448434,-7.036338,0.01163577,0.01756335,-6.991847,0.07683819,0.1039346,-0.05433983,0.1117858,-0.02301334,0.01454897,0.06117096,0.3474839,0.3574512,9.942633,0.01402355,-0.01065417,0.3521563,10.00728
"0.3 sec",0.6916627,0.3118067,0.2665487,-7.044223,0.0124142,0.01861122,-6.9924,0.07878992,0.1056383,-0.05626272,0.1153127,-0.01966466,0.01478667,0.009880668,0.3194024,0.347403,10.0064,0.01257563,-0.009019331,0.3472278,10.33199
"0.31 sec",0.6916627,0.3118067,0.2665487,-7.044223,0.01321076,0.01967627,-6.992988,0.08047157,0.1073643,-0.06137112,0.1187875,-0.01667131,0.01454932,-0.03493861,0.2802851,0.3431316,10.33121,0.01413862,-0.005046191,0.3440582,10.0858
"0.32 sec",0.6916627,0.3118067,0.2665487,-7.044223,0.01402248,0.0207581,-6.993616,0.08182295,0.108991,-0.06416955,0.1222297,-0.01378117,0.01427763,-0.01196974,0.2896834,0.3399211,10.08692,0.01290596,-0.007725084,0.3385971,10.23984
"0.33 sec",0.6916627,0.3118067,0.2665487,-7.044223,0.01484638,0.02185604,-6.994278,0.0829181,0.1105882,-0.06841087,0.1256184,-0.01148641,0.01402747,-0.0256313,0.1859995,0.3359956,10.23801,0.01401013,-0.006746058,0.3344846,9.988192
"0.34 sec",0.6916627,0.3118067,0.2665487,-7.044223,0.01568009,0.02296953,-6.994972,0.08379849,0.112104,-0.07024113,0.1289653,-0.009922648,0.01386259,-0.003592214,0.1368116,0.3326028,9.989431,0.01292275,-0.008925054,0.328594,10.06792
"0.35 sec",0.6916627,0.3118067,0.2665487,-7.044223,0.01652195,0.02409809,-6.995687,0.08455838,0.1136047,-0.07278626,0.1322543,-0.009068688,0.01371566,-0.01633398,0.05420892,0.3278672,10.06751,0.0135204,-0.009428705,0.3238503,9.869776
"0.36 sec",0.6916627,0.3118067,0.2665487,-7.044223,0.01737102,0.02524142,-6.996418,0.08525085,0.1150572,-0.07342021,0.1354952,-0.008833073,0.01358547,-0.005304066,0.00914066,0.3237433,9.875229,0.01277968,-0.009027999,0.3185163,9.893154
"0.37 sec",0.6916627,0.3118067,0.2665487,-7.044223,0.01822694,0.02639922,-6.997156,0.0859328,0.1165017,-0.07423525,0.1386831,-0.008829173,0.01344609,-0.01438834,0.001710173,0.3185098,9.88927,0.01282426,-0.00872249,0.3134927,9.833413
"0.38 sec",0.6916627,0.3118067,0.2665487,-7.044223,0.01908965,0.02757136,-6.9979,0.08660925,0.1179242,-0.07447089,0.1418206,-0.008830922,0.01327769,-0.01303849,0.00561893,0.3134334,9.834167,0.01264917,-0.007515648,0.3083526,9.830765
"0.39 sec",0.6916627,0.3118067,0.2665487,-7.044223,0.0199591,0.02875766,-6.998646,0.0872771,0.1193313,-0.07466685,0.1449068,-0.008669457,0.01311643,-0.01290494,0.02938477,0.3079819,9.831601,0.0126478,-0.006680073,0.3029868,9.83052
"0.4 sec",0.6204125,0.3366239,0.2555991,-7.05559,0.0208351,0.02995794,-6.999393,0.08791638,0.1207217,-0.07486027,0.1479394,-0.008296224,0.01297529,-0.009940926,0.04762023,0.3023836,9.831047,0.009656155,-0.02496377,0.2946379,10.08153
"0.41 sec",0.6204125,0.3366239,0.2555991,-7.05559,0.02171756,0.0311722,-7.000155,0.0886071,0.1221288,-0.07749946,0.1508901,-0.009992945,0.01251801,-0.06332208,-0.302552,0.2984442,10.08033,0.01102602,-0.02891254,0.2941723,9.449428
"0.42 sec",0.6204125,0.3366239,0.2555991,-7.05559,0.02260799,0.03240006,-7.000913,0.08953966,0.123443,-0.07404156,0.1538322,-0.01390458,0.01197069,-0.04031393,-0.4268418,0.2992856,9.450083,0.00981612,-0.02732176,0.3055405,9.395215
"0.43 sec",0.6204125,0.3366239,0.2555991,-7.05559,0.02350963,0.03364108,-7.001633,0.09084975,0.1247634,-0.06988911,0.1568819,-0.0178682,0.01146775,-0.04644093,-0.3512385,0.3095505,9.395949,0.01044316,-0.02367966,0.3187284,9.450471
"0.44 sec",0.6204125,0.3366239,0.2555991,-7.05559,0.0244261,0.0348954,-7.002314,0.09248552,0.1261009,-0.06625637,0.1600625,-0.02052415,0.0110557,-0.02542298,-0.1892358,0.3207769,9.449757,0.01088834,-0.01947417,0.3241837,9.665445
"0.45 sec",0.6204125,0.3366239,0.2555991,-7.05559,0.0253601,0.03616326,-7.002968,0.09433059,0.1274725,-0.06472987,0.1633015,-0.02147734,0.01085655,-0.003786884,-0.02132904,0.3243599,9.65872,0.01138245,-0.01892747,0.3197262,9.861138
"0.46 sec",0.6204125,0.3366239,0.2555991,-7.05559,0.02631297,0.03744498,-7.003617,0.09624065,0.1288736,-0.06516197,0.1665011,-0.02131904,0.01085789,0.01434465,0.04610754,0.3191718,9.856862,0.01241189,-0.02147835,0.3126686,9.858019
"0.47 sec",0.6204125,0.3366239,0.2555991,-7.05559,0.02728479,0.03874077,-7.004272,0.09811831,0.1302871,-0.06561393,0.1696314,-0.02109986,0.01108115,0.03788827,0.01030864,0.3125041,9.85765,0.01285721,-0.02145481,0.3067465,9.803164
"0.48 sec",0.6204125,0.3366239,0.2555991,-7.05559,0.02827523,0.0400508,-7.004927,0.09996764,0.1317275,-0.06553134,0.1727019,-0.02110339,0.0114626,0.04747193,-0.00170022,0.3067178,9.803852,0.01287924,-0.01990775,0.3017056,9.792571
"0.49 sec",0.6204125,0.3366239,0.2555991,-7.05559,0.02928409,0.04137546,-7.005581,0.1018015,0.13321,-0.06533095,0.1757215,-0.02099368,0.01185643,0.04279044,0.02500125,0.3013642,9.794853,0.01281176,-0.01877274,0.2963887,9.805553
"0.5 sec",0.650269,0.3396804,0.2780303,-7.058311,0.03031116,0.04271513,-7.006235,0.1036035,0.1347302,-0.06525597,0.1786881,-0.02061582,0.01217147,0.03279439,0.05070898,0.2957309,9.803295,0.01231628,-0.02014625,0.2940931,9.993721
"0.51 sec",0.650269,0.3396804,0.2780303,-7.058311,0.03135616,0.04407027,-7.006896,0.1053917,0.1363016,-0.06701705,0.1816303,-0.02029846,0.01233759,0.01497051,0.02347107,0.2937653,9.989523,0.01309651,-0.02308841,0.2922996,9.852715
"0.52 sec",0.650269,0.3396804,0.2780303,-7.058311,0.03241882,0.04544111,-7.007568,0.1071411,0.1378685,-0.06745099,0.1845542,-0.02051274,0.01247607,0.02245269,-0.04473982,0.2928188,9.853931,0.01308543,-0.02110653,0.2918024,9.806171
"0.53 sec",0.650269,0.3396804,0.2780303,-7.058311,0.03349904,0.0468277,-7.008242,0.1089085,0.1394543,-0.06739603,0.1874724,-0.02085208,0.01263849,0.02143156,-0.01886371,0.2920005,9.8068,0.01319137,-0.01909505,0.2909559,9.81381
"0.54 sec",0.650269,0.3396804,0.2780303,-7.058311,0.03459702,0.04823028,-7.008916,0.110684,0.1410642,-0.06740357,0.1903824,-0.02077347,0.01278853,0.0201326,0.03181505,0.2905101,9.811832,0.01335279,-0.0177889,0.2889162,9.837086
"0.55 sec",0.650269,0.3396804,0.2780303,-7.058311,0.03571262,0.04964905,-7.009592,0.1124268,0.1426913,-0.06763942,0.1932727,-0.02026927,0.01293331,0.01993364,0.06691523,0.2880158,9.835602,0.01354886,-0.01676156,0.2859483,9.845524
"0.56 sec",0.650269,0.3396804,0.2780303,-7.058311,0.03684533,0.05108413,-7.01027,0.1141012,0.1443268,-0.06796508,0.1961337,-0.01950836,0.01308428,0.02066436,0.08500943,0.2848065,9.842426,0.01367292,-0.01579702,0.2824046,9.847489
"0.57 sec",0.650269,0.3396804,0.2780303,-7.058311,0.03799435,0.0525356,-7.010951,0.1156882,0.1459661,-0.0683126,0.1989595,-0.01862278,0.01323786,0.02008518,0.09307879,0.2811486,9.846024,0.01372853,-0.01493933,0.2784641,9.844049
"0.58 sec",0.650269,0.3396804,0.2780303,-7.058311,0.03915877,0.05400346,-7.011636,0.117179,0.1476058,-0.06862851,0.2017462,-0.01769539,0.01337861,0.01783613,0.09441569,0.2771826,9.844539,0.01370788,-0.01412062,0.2742441,9.838046
"0.59 sec",0.650269,0.3396804,0.2780303,-7.058311,0.04033761,0.0554877,-7.012323,0.1185726,0.1492425,-0.06888667,0.2044908,-0.0167731,0.01348986,0.01399422,0.09264512,0.2729808,9.839896,0.01362336,-0.01332146,0.2698002,9.831548
"0.6 sec",0.6792577,0.3438011,0.3010525,-7.066485,0.04152991,0.05698828,-7.013013,0.1198714,0.1508723,-0.0690816,0.2071911,-0.01587484,0.01355867,0.009136862,0.08986676,0.2685725,9.833827,0.01171218,-0.01443177,0.2686256,10.19179
"0.61 sec",0.6792577,0.3438011,0.3010525,-7.066485,0.04273497,0.05850538,-7.013722,0.1211326,0.1525439,-0.07278639,0.2098779,-0.01522555,0.01337137,-0.02975439,0.05107008,0.2679347,10.19103,0.01349601,-0.01827406,0.2694095,9.88951
"0.62 sec",0.6792577,0.3438011,0.3010525,-7.066485,0.04395227,0.06003883,-7.014454,0.1223275,0.1541424,-0.07363848,0.2125716,-0.01531539,0.01319706,-0.001405028,-0.04326921,0.2699727,9.890283,0.01325914,-0.01503429,0.2696494,9.894924
"0.63 sec",0.6792577,0.3438011,0.3010525,-7.066485,0.04518162,0.06158824,-7.015195,0.1235457,0.1557416,-0.07446646,0.215268,-0.01554394,0.01317316,0.004056703,-0.001995006,0.2696666,9.893533,0.01366709,-0.01361153,0.2691548,9.879697
"0.64 sec",0.6792577,0.3438011,0.3010525,-7.066485,0.04642317,0.06315366,-7.015943,0.124759,0.1573433,-0.07514574,0.2179598,-0.01534991,0.01323006,0.01351522,0.03895293,0.2686314,9.882807,0.01399258,-0.01205786,0.2678396,9.883293
"0.65 sec",0.6792577,0.3438011,0.3010525,-7.066485,0.04767666,0.06473513,-7.016698,0.1259285,0.1589502,-0.0758593,0.2206389,-0.01476915,0.01337171,0.02070968,0.07429597,0.2668413,9.880395,0.01423564,-0.01071512,0.2657766,9.887185
"0.66 sec",0.6792577,0.3438011,0.3010525,-7.066485,0.04894148,0.06633268,-7.01746,0.1270196,0.1605613,-0.07661071,0.2232977,-0.01390259,0.01356657,0.02412768,0.09699388,0.2644602,9.885389,0.01440313,-0.009631512,0.2631498,9.882219
"0.67 sec",0.6792577,0.3438011,0.3010525,-7.066485,0.05021671,0.06794636,-7.01823,0.1280095,0.1621733,-0.07731539,0.2259306,-0.01288424,0.01377892,0.0241775,0.106405,0.2616876,9.883029,0.0144618,-0.00862004,0.2601025,9.871874
"0.68 sec",0.6792577,0.3438011,0.3010525,-7.066485,0.0515013,0.06957614,-7.019006,0.1288886,0.1637829,-0.07791935,0.2285331,-0.01181426,0.01397539,0.02102889,0.1084698,0.2585946,9.874189,0.0144113,-0.007625681,0.256702,9.860574
"0.69 sec",0.6792577,0.3438011,0.3010525,-7.066485,0.05279411,0.07122199,-7.019788,0.1296555,0.1653857,-0.07841185,0.2311019,-0.01074158,0.01412729,0.01536315,0.1075104,0.2551944,9.863352,0.01427897,-0.006659806,0.2529787,9.849965
"0.7 sec",0.7061857,0.3494683,0.3248138,-7.076071,0.05409404,0.07288381,-7.020574,0.1303126,0.1669762,-0.0787992,0.2336336,-0.009686581,0.01421622,0.008409983,0.1052406,0.2514963,9.852677,0.0109195,-0.007830988,0.2526047,10.28514
"0.71 sec",0.7061857,0.3494683,0.3248138,-7.076071,0.05540016,0.07456176,-7.021385,0.1309006,0.1686059,-0.08342519,0.2361598,-0.008903009,0.0138663,-0.05886455,0.06242793,0.2517514,10.28474,0.01318527,-0.0130592,0.2548583,9.857928
"0.72 sec",0.7061857,0.3494683,0.3248138,-7.076071,0.05671183,0.07625542,-7.022222,0.1314359,0.1701192,-0.08400075,0.2387073,-0.009057741,0.01344597,-0.02487425,-0.06173537,0.255702,9.858323,0.01255161,-0.008592514,0.2553945,9.892639
"0.73 sec",0.7061857,0.3494683,0.3248138,-7.076071,0.05802904,0.07796411,-7.023066,0.1320126,0.1716163,-0.08480868,0.2412609,-0.00936699,0.0131898,-0.02094605,-0.00291247,0.255444,9.879542,0.01279168,-0.007176094,0.2551534,9.882309
"0.74 sec",0.7061857,0.3494683,0.3248138,-7.076071,0.05935209,0.07968767,-7.023918,0.1325934,0.1730928,-0.08551852,0.2438126,-0.009146746,0.01301334,-0.01061376,0.04348373,0.2545981,9.881573,0.01302996,-0.005764261,0.2541496,9.881489
"0.75 sec",0.7061857,0.3494683,0.3248138,-7.076071,0.06068077,0.0814259,-7.024776,0.1331321,0.1745486,-0.08621978,0.2463546,-0.008528643,0.01294353,-0.0004344545,0.07686193,0.2531666,9.887139,0.01326659,-0.004581927,0.2525114,9.876098
"0.76 sec",0.7061857,0.3494683,0.3248138,-7.076071,0.06201448,0.08317858,-7.025642,0.133595,0.1759846,-0.08687144,0.2488806,-0.007658472,0.01296736,0.007588938,0.09531499,0.2512893,9.878502,0.01341344,-0.003428676,0.2503215,9.867729
"0.77 sec",0.7061857,0.3494683,0.3248138,-7.076071,0.06335235,0.08494553,-7.026514,0.1339621,0.177403,-0.08744002,0.2513849,-0.006652327,0.01305172,0.01159263,0.1049688,0.2489677,9.870005,0.01347852,-0.002392863,0.2476703,9.856045
"0.78 sec",0.7061857,0.3494683,0.3248138,-7.076071,0.06469337,0.08672658,-7.02739,0.1342235,0.1788044,-0.08789299,0.253863,-0.005588832,0.01315772,0.01194417,0.1077676,0.2462703,9.858911,0.01345908,-0.001423837,0.2446159,9.843071
"0.79 sec",0.7061857,0.3494683,0.3248138,-7.076071,0.06603646,0.08852156,-7.028271,0.1343767,0.1801878,-0.08821708,0.2563107,-0.004520664,0.01325264,0.009429177,0.1066116,0.2432223,9.846347,0.01336952,-0.0005068711,0.2411952,9.830607
"0.8 sec",0.626991,0.3814344,0.3178673,-7.087391,0.06738055,0.09033027,-7.029154,0.1344239,0.1815508,-0.08841688,0.2587244,-0.003476433,0.01331356,0.005133142,0.1034501,0.239838,9.833848,0.01167262,-0.02339315,0.2349185,10.11309
"0.81 sec",0.626991,0.3814344,0.3178673,-7.087391,0.06872486,0.09215274,-7.030053,0.1344687,0.1829492,-0.09136675,0.2610768,-0.00523622,0.01314549,-0.02922769,-0.3517542,0.2395652,10.11209,0.01574785,-0.02766585,0.2366617,9.234061
"0.82 sec",0.626991,0.3814344,0.3178673,-7.087391,0.07007094,0.0939889,-7.03094,0.1348149,0.1843026,-0.08582123,0.2634425,-0.009828457,0.01327501,0.04403466,-0.5052762,0.2433693,9.23655,0.016859,-0.0258894,0.253709,9.0255
"0.83 sec",0.626991,0.3814344,0.3178673,-7.087391,0.07142251,0.09583915,-7.031759,0.1355622,0.1857748,-0.07801346,0.2659707,-0.01453662,0.01392095,0.08079407,-0.4197313,0.2595341,9.032185,0.02083266,-0.02132903,0.2802957,8.965034
"0.84 sec",0.626991,0.3814344,0.3178673,-7.087391,0.07278325,0.09770493,-7.032497,0.1366265,0.1874125,-0.06955939,0.2687599,-0.01769083,0.01515287,0.1536806,-0.2233348,0.2836512,8.966216,0.02362906,-0.01403297,0.3007772,9.249163
"0.85 sec",0.626991,0.3814344,0.3178673,-7.087391,0.07415567,0.09958829,-7.033164,0.137862,0.1892914,-0.06385134,0.2717571,-0.01853678,0.01696867,0.2010161,0.02132951,0.3004077,9.248146,0.01981916,-0.009891979,0.3001584,9.967413
"0.86 sec",0.626991,0.3814344,0.3178673,-7.087391,0.0755407,0.101492,-7.033808,0.1391198,0.1914789,-0.06520928,0.2747591,-0.01744112,0.01839214,0.105014,0.1732039,0.2969858,9.966392,0.0170881,-0.01852921,0.2908823,10.17627
"0.87 sec",0.626991,0.3814344,0.3178673,-7.087391,0.07693766,0.1034183,-7.034478,0.1402565,0.1937756,-0.0687876,0.2776726,-0.01663248,0.01879807,0.003378285,0.02374714,0.2904469,10.16936,0.01702216,-0.02114816,0.2844845,9.846139
"0.88 sec",0.626991,0.3814344,0.3178673,-7.087391,0.07834559,0.1053672,-7.035168,0.141336,0.1960036,-0.06920054,0.2805208,-0.01705614,0.01858283,-0.0292956,-0.07615987,0.2859092,9.846981,0.01476854,-0.01804246,0.2792268,9.86423
"0.89 sec",0.626991,0.3814344,0.3178673,-7.087391,0.07976461,0.1073383,-7.035863,0.1424798,0.1982144,-0.06970792,0.2833157,-0.01762501,0.01794751,-0.07553098,-0.03254597,0.2798143,9.860622,0.01365637,-0.0166388,0.2734199,9.851658
"0.9 sec",0.6541177,0.3896046,0.3457955,-7.089126,0.08119534,0.1093313,-7.036562,0.1436702,0.2003579,-0.07009578,0.2860529,-0.01771891,0.01699871,-0.09535355,0.0147874,0.2731647,9.853627,0.01126057,-0.02123381,0.2703994,10.0605
"0.91 sec",0.6541177,0.3896046,0.3457955,-7.089126,0.08263824,0.1113454,-7.037274,0.1449219,0.2024485,-0.07251963,0.2887585,-0.01807052,0.01577114,-0.1274402,-0.05992617,0.2713385,10.0551,0.01220226,-0.02248247,0.2685464,9.820392
"0.92 sec",0.6541177,0.3896046,0.3457955,-7.089126,0.08409394,0.1133797,-7.038001,0.1462352,0.2043957,-0.0726538,0.291445,-0.01894143,0.01461636,-0.09358767,-0.09460442,0.2699151,9.827549,0.01264447,-0.02040222,0.2672082,9.81423
"0.93 sec",0.6541177,0.3896046,0.3457955,-7.089126,0.08556329,0.1154331,-7.038727,0.1476503,0.2062772,-0.07267049,0.2941178,-0.01966065,0.01383539,-0.05523364,-0.04683916,0.267832,9.817285,0.0135405,-0.01849842,0.2649971,9.816718
"0.94 sec",0.6541177,0.3896046,0.3457955,-7.089126,0.08704713,0.1175051,-7.039454,0.1491188,0.2081213,-0.07270888,0.2967689,-0.01980695,0.01346331,-0.01442638,0.01393388,0.2647814,9.819131,0.0143414,-0.01661837,0.2615699,9.841318
"0.95 sec",0.6541177,0.3896046,0.3457955,-7.089126,0.08854564,0.1195955,-7.040183,0.1505773,0.2099523,-0.07298985,0.2993864,-0.01937774,0.0134561,0.01723921,0.06646919,0.2606502,9.836143,0.01489734,-0.01508257,0.2570808,9.861676
"0.96 sec",0.6541177,0.3896046,0.3457955,-7.089126,0.09005845,0.1217041,-7.040915,0.1519686,0.2117836,-0.07347494,0.3019595,-0.01852645,0.01369256,0.03508766,0.09967396,0.2556971,9.854999,0.01515976,-0.01385634,0.2519117,9.868132
"0.97 sec",0.6541177,0.3896046,0.3457955,-7.089126,0.09158467,0.1238311,-7.041653,0.153255,0.213619,-0.07402812,0.3044812,-0.01744629,0.01403355,0.03946028,0.1145161,0.2502927,9.86543,0.0151383,-0.01277341,0.2463727,9.863636
"0.98 sec",0.6541177,0.3896046,0.3457955,-7.089126,0.09312315,0.1259765,-7.042396,0.1544197,0.2154554,-0.07454081,0.3069478,-0.01628305,0.01435885,0.03330291,0.1180228,0.2446722,9.864203,0.01487321,-0.01169927,0.240617,9.85521
"0.99 sec",0.6541177,0.3896046,0.3457955,-7.089126,0.09467265,0.1281402,-7.043143,0.1554607,0.2172844,-0.07497223,0.309357,-0.01511054,0.01458317,0.02037035,0.1171324,0.2389076,9.857175,0.01444337,-0.01062815,0.2346859,9.846826
"1 sec",0.6796209,0.3983302,0.3744279,-7.098149,0.09623196,0.1303221,-7.043894,0.1563825,0.2190936,-0.07532163,0.3117069,-0.01395453,0.01466121,0.004661816,0.1149591,0.2330026,9.849042,0.01041833,-0.01409915,0.2321239,10.28355
