Time,Roll,Pitch,Data,Yaw,x,y,z,roll,pitch,yaw
"11.794 sec",0.1230424,-0.0001826037,2.30455,0.5,4.4295015335083,6.95594024658203,-9.30178928375244,-0.7839216,-0.00750679,0.1042834
"11.795 sec",0.1246968,-0.0002477621,2.274127,0.5,4.43059635162354,6.95386600494385,-9.30201148986816,-0.7834216,-0.007142753,0.1045134
"11.796 sec",0.1263568,-0.0003146113,2.244405,0.5,4.43169212341309,6.95179319381714,-9.30223655700684,-0.7829216,-0.00679668,0.1047804
"11.797 sec",0.127983,-0.0003830631,2.216037,0.5,4.43278884887695,6.94972085952759,-9.30246257781982,-0.7824215,-0.006467932,0.1050849
"11.798 sec",0.1295748,-0.0004530383,2.18896,0.5,4.43388652801514,6.94764947891235,-9.30268955230713,-0.7819214,-0.006155892,0.1054269
"11.799 sec",0.1311535,-0.0005245822,2.162756,0.5,4.43498516082764,6.94557857513428,-9.30291843414307,-0.7814214,-0.005859962,0.1058065
"11.8 sec",-0.0004560614,-0.1020483,2.776445,0.5,4.43608427047729,6.94350862503052,-9.30314826965332,-0.7809213,-0.005579564,0.1062233
"11.801 sec",-0.0005070049,-0.102048,2.776445,0.5,4.43718433380127,6.94143962860107,-9.30337905883789,-0.7804213,-0.00548015,0.106459
"11.802 sec",-0.0005579398,-0.1020478,2.776445,0.5,4.43828582763672,6.93937110900879,-9.30361461639404,-0.7799213,-0.005701788,0.1063252
"11.803 sec",-0.0006088834,-0.1020475,2.776445,0.5,4.43938827514648,6.93730401992798,-9.30385398864746,-0.7794212,-0.006208248,0.1058629
"11.804 sec",-0.0006598398,-0.1020472,2.776445,0.5,4.44049167633057,6.93523788452148,-9.30409717559814,-0.778921,-0.006966391,0.1051094
"11.805 sec",-0.0007108176,-0.1020468,2.776444,0.5,4.44159650802612,6.93317270278931,-9.30434417724609,-0.7784206,-0.007945936,0.1040989
"11.806 sec",-0.000761817,-0.1020465,2.776445,0.5,4.442702293396,6.93110847473145,-9.30459594726562,-0.7779199,-0.009119243,0.1028627
"11.807 sec",-0.0008128421,-0.1020461,2.776445,0.5,4.44380903244019,6.9290452003479,-9.30485057830811,-0.7774191,-0.01046111,0.1014294
"11.808 sec",-0.0008638843,-0.1020457,2.776444,0.5,4.44491672515869,6.92698287963867,-9.30510997772217,-0.776918,-0.01194857,0.09982495
"11.809 sec",-0.0009149524,-0.1020452,2.776445,0.5,4.44602584838867,6.9249210357666,-9.3053731918335,-0.7764167,-0.01356074,0.09807321
"11.81 sec",-0.0009660462,-0.1020447,2.776445,0.5,4.44713592529297,6.92286062240601,-9.30564022064209,-0.7759151,-0.01527864,0.09619577
"11.811 sec",-0.001017162,-0.1020443,2.776445,0.5,4.44824695587158,6.92080068588257,-9.30591201782227,-0.7754133,-0.01708507,0.09421228
"11.812 sec",-0.00106829,-0.1020437,2.776445,0.5,4.44935941696167,6.91874122619629,-9.30618667602539,-0.7749114,-0.01896441,0.09214057
"11.813 sec",-0.001119435,-0.1020432,2.776445,0.5,4.45047235488892,6.91668319702148,-9.3064661026001,-0.7744094,-0.02090257,0.08999681
"11.814 sec",-0.001170589,-0.1020426,2.776444,0.5,4.45158672332764,6.91462516784668,-9.30674934387207,-0.7739071,-0.02288682,0.08779561
"11.815 sec",-0.00122176,-0.102042,2.776445,0.5,4.45270252227783,6.91256809234619,-9.30703639984131,-0.7734048,-0.02490568,0.08555017
"11.816 sec",-0.001272931,-0.1020414,2.776445,0.5,4.45381879806519,6.91051149368286,-9.30732822418213,-0.7729025,-0.02694884,0.08327238
"11.817 sec",-0.001324106,-0.1020407,2.776445,0.5,4.45493650436401,6.90845584869385,-9.3076229095459,-0.7724001,-0.02900704,0.08097292
"11.818 sec",-0.001375291,-0.1020401,2.776445,0.5,4.45605516433716,6.90640020370483,-9.30792236328125,-0.7718976,-0.03107202,0.07866141
"11.819 sec",-0.001426474,-0.1020394,2.776445,0.5,4.45717477798462,6.90434551239014,-9.30822563171387,-0.7713951,-0.03313638,0.0763464
"11.82 sec",-0.001477659,-0.1020386,2.776444,0.5,4.45829582214355,6.90229082107544,-9.30853366851807,-0.7708927,-0.03519357,0.07403554
"11.821 sec",-0.001528838,-0.1020379,2.776445,0.5,4.45941734313965,6.90023708343506,-9.30884456634521,-0.7703902,-0.03723777,0.07173563
"11.822 sec",-0.001580014,-0.1020371,2.776445,0.5,4.46054029464722,6.89818334579468,-9.30916023254395,-0.7698878,-0.03926385,0.06945268
"11.823 sec",-0.001631181,-0.1020363,2.776444,0.5,4.46166467666626,6.8961296081543,-9.30947971343994,-0.7693855,-0.04126731,0.067192
"11.824 sec",-0.001682347,-0.1020355,2.776445,0.5,4.46278953552246,6.89407682418823,-9.3098030090332,-0.7688831,-0.04324422,0.06495824
"11.825 sec",-0.00173351,-0.1020346,2.776445,0.5,4.46391582489014,6.89202404022217,-9.31013107299805,-0.7683809,-0.04519116,0.06275544
"11.826 sec",-0.001784655,-0.1020337,2.776445,0.5,4.46504306793213,6.8899712562561,-9.31046199798584,-0.7678787,-0.04710519,0.06058713
"11.827 sec",-0.001835805,-0.1020328,2.776445,0.5,4.46617126464844,6.88791847229004,-9.31079769134521,-0.7673765,-0.04898381,0.05845632
"11.828 sec",-0.001886933,-0.1020319,2.776445,0.5,4.46730041503906,6.88586616516113,-9.31113719940186,-0.7668746,-0.0508249,0.05636557
"11.829 sec",-0.001938066,-0.102031,2.776445,0.5,4.468430519104,6.88381385803223,-9.31148147583008,-0.7663726,-0.0526267,0.05431704
"11.83 sec",-0.001989181,-0.10203,2.776445,0.5,4.46956205368042,6.88176155090332,-9.31182861328125,-0.7658707,-0.05438776,0.05231252
"11.831 sec",-0.002040296,-0.102029,2.776445,0.5,4.47069454193115,6.87970924377441,-9.312180519104,-0.7653689,-0.05610694,0.05035345
"11.832 sec",-0.002091395,-0.1020279,2.776445,0.5,4.4718279838562,6.87765693664551,-9.31253623962402,-0.7648672,-0.05778335,0.04844097
"11.833 sec",-0.002142484,-0.1020269,2.776445,0.5,4.47296237945557,6.87560415267944,-9.31289577484131,-0.7643656,-0.05941633,0.04657597
"11.834 sec",-0.002193569,-0.1020258,2.776445,0.5,4.47409820556641,6.87355184555054,-9.31326007843018,-0.763864,-0.06100544,0.04475905
"11.835 sec",-0.002244642,-0.1020247,2.776445,0.5,4.4752345085144,6.87149906158447,-9.31362724304199,-0.7633625,-0.06255043,0.04299062
"11.836 sec",-0.002295706,-0.1020236,2.776445,0.5,4.47637224197388,6.86944627761841,-9.31399917602539,-0.7628611,-0.06405121,0.04127089
"11.837 sec",0.04100386,-0.06079882,2.769441,0.5,4.47751092910767,6.86739301681519,-9.31437587738037,-0.7623598,-0.06550786,0.03959987
"11.838 sec",0.08640692,-0.01742532,2.772764,0.5,4.47865056991577,6.86533975601196,-9.3147554397583,-0.7618586,-0.06685311,0.03804839
"11.839 sec",0.1020197,-0.002461619,2.776445,0.5,4.47979116439819,6.86328649520874,-9.31513977050781,-0.7613577,-0.06795912,0.03675087
"11.84 sec",0.1020185,-0.002512868,2.776445,0.5,4.48093318939209,6.86123275756836,-9.31552696228027,-0.7608571,-0.06875604,0.03578072
"11.841 sec",0.1020172,-0.002564082,2.776445,0.5,4.48207569122314,6.85917854309082,-9.31591892242432,-0.7603568,-0.06925204,0.03512975
"11.842 sec",0.1020159,-0.002615283,2.776445,0.5,4.48321962356567,6.85712432861328,-9.31631565093994,-0.7598567,-0.06947895,0.03476508
"11.843 sec",0.1039069,-0.002716291,2.726058,0.5,4.48436450958252,6.85506916046143,-9.31671524047852,-0.7593567,-0.06946599,0.03465645
"11.844 sec",0.1107457,-0.002952131,2.558311,0.5,4.48551034927368,6.85301446914673,-9.31711959838867,-0.7588567,-0.06923997,0.03477924
"11.845 sec",0.1181222,-0.00320993,2.399193,0.5,4.48665761947632,6.85095882415771,-9.31752681732178,-0.7583566,-0.06882571,0.03512182
"11.846 sec",0.1260187,-0.003490147,2.249548,0.5,4.48780536651611,6.8489031791687,-9.31793689727783,-0.7578565,-0.06824619,0.0356818
"11.847 sec",0.1344496,-0.003794105,2.10923,0.5,4.48895406723022,6.84684753417969,-9.31834888458252,-0.7573563,-0.06752244,0.03645804
"11.848 sec",0.1434484,-0.004123779,1.977711,0.5,4.49010324478149,6.84479141235352,-9.31876277923584,-0.756856,-0.06667367,0.03745051
"11.849 sec",0.152993,-0.004479604,1.855178,0.5,4.49125385284424,6.84273529052734,-9.31917667388916,-0.7563555,-0.06571753,0.03866025
"11.85 sec",0.1630999,-0.004863144,1.74112,0.5,4.49240446090698,6.84067869186401,-9.31959056854248,-0.7558548,-0.06467011,0.04008927
"11.851 sec",0.1737831,-0.005275993,1.635045,0.5,4.4935564994812,6.83862209320068,-9.3200044631958,-0.7553539,-0.06354611,0.04174041
"11.852 sec",0.1849694,-0.005717081,1.537169,0.5,4.49470853805542,6.83656549453735,-9.32041645050049,-0.7548529,-0.06235896,0.04361734
"11.853 sec",0.1966373,-0.006186846,1.447012,0.5,4.49586153030396,6.83450889587402,-9.32082653045654,-0.7543517,-0.06112091,0.04572428
"11.854 sec",0.2087564,-0.006685459,1.364106,0.5,4.49701499938965,6.83245182037354,-9.32123470306396,-0.7538503,-0.05984311,0.04806586
"11.855 sec",0.2211662,-0.007208673,1.288693,0.5,4.4981689453125,6.83039522171021,-9.32163906097412,-0.7533486,-0.05853571,0.05064692
"11.856 sec",0.2339118,-0.007758935,1.219637,0.5,4.49932384490967,6.82833814620972,-9.32204151153564,-0.7528468,-0.05720792,0.05347219
"11.857 sec",0.238634,-0.008043878,1.195928,0.5,4.50047874450684,6.82628107070923,-9.3224401473999,-0.7523448,-0.0558681,0.05654609
"11.858 sec",0.23863,-0.008166034,1.195928,0.5,4.50163412094116,6.8242244720459,-9.32283496856689,-0.7518427,-0.05452332,0.05985916
"11.859 sec",0.2386258,-0.00828823,1.195928,0.5,4.5027904510498,6.82216739654541,-9.32322692871094,-0.7513403,-0.05317919,0.06338184
"11.86 sec",0.2386216,-0.008410458,1.195928,0.5,4.50394678115845,6.82011079788208,-9.3236141204834,-0.7508379,-0.05184046,0.06707972
"11.861 sec",0.2386174,-0.008532695,1.195928,0.5,4.50510406494141,6.81805419921875,-9.32399749755859,-0.7503353,-0.05051129,0.0709216
"11.862 sec",0.2386131,-0.008654952,1.195928,0.5,4.50626134872437,6.81599760055542,-9.32437705993652,-0.7498327,-0.04919535,0.07487927
"11.863 sec",0.2386087,-0.00877724,1.195928,0.5,4.50741958618164,6.81394100189209,-9.32475280761719,-0.74933,-0.04789585,0.07892727
"11.864 sec",0.2386042,-0.008899487,1.195928,0.5,4.50857830047607,6.81188488006592,-9.32512474060059,-0.7488273,-0.04661559,0.08304262
"11.865 sec",0.2385997,-0.009021764,1.195928,0.5,4.50973701477051,6.80982875823975,-9.3254919052124,-0.7483246,-0.04535696,0.08720468
"11.866 sec",0.2385952,-0.00914402,1.195928,0.5,4.51089668273926,6.80777263641357,-9.32585620880127,-0.747822,-0.04412206,0.09139492
"11.867 sec",0.2385905,-0.009266266,1.195928,0.5,4.51205730438232,6.80571699142456,-9.32621669769287,-0.7473193,-0.04291262,0.09559676
"11.868 sec",0.2385859,-0.009388492,1.195928,0.5,4.51321792602539,6.80366134643555,-9.32657337188721,-0.7468168,-0.04173013,0.09979543
"11.869 sec",0.2385811,-0.009510705,1.195928,0.5,4.51437950134277,6.80160617828369,-9.32692527770996,-0.7463143,-0.04057579,0.1039778
"11.87 sec",0.2385763,-0.009632899,1.195928,0.5,4.51554155349731,6.79955148696899,-9.32727432250977,-0.7458119,-0.03945061,0.1081321
"11.871 sec",0.2385714,-0.009755062,1.195928,0.5,4.51670408248901,6.7974967956543,-9.3276195526123,-0.7453095,-0.03835535,0.1122482
"11.872 sec",0.2385665,-0.009877214,1.195928,0.5,4.51786708831787,6.79544258117676,-9.32796001434326,-0.7448072,-0.03729061,0.116317
"11.873 sec",0.2385615,-0.009999335,1.195928,0.5,4.51903104782104,6.79338836669922,-9.32829666137695,-0.7443051,-0.03625682,0.1203307
"11.874 sec",0.2385564,-0.01012143,1.195928,0.5,4.52019548416138,6.791335105896,-9.3286304473877,-0.743803,-0.03525425,0.1242824
"11.875 sec",0.2385513,-0.01024349,1.195928,0.4993083,4.52136087417603,6.78928184509277,-9.32895946502686,-0.743301,-0.03428304,0.1281662
"11.876 sec",0.2385462,-0.01036543,1.195928,0.4983054,4.52252674102783,6.78722906112671,-9.32928466796875,-0.7427996,-0.03334322,0.1319771
"11.877 sec",0.2385409,-0.01048714,1.195928,0.4973043,4.5236930847168,6.7851767539978,-9.3296070098877,-0.742299,-0.03243471,0.1357108
"11.878 sec",0.2385357,-0.01060859,1.195928,0.4963053,4.52486038208008,6.78312540054321,-9.32992458343506,-0.7417995,-0.03155731,0.1393639
"11.879 sec",0.2385304,-0.01072979,1.195928,0.4953084,4.52602815628052,6.78107404708862,-9.33023834228516,-0.7413011,-0.03071077,0.1429335
"11.88 sec",0.238525,-0.01085071,1.195928,0.4943138,4.52719688415527,6.77902317047119,-9.33054733276367,-0.7408038,-0.02989476,0.1464173
"11.881 sec",0.2385196,-0.01097135,1.195928,0.4933214,4.52836608886719,6.77697277069092,-9.33085346221924,-0.7403076,-0.02910889,0.1498136
"11.882 sec",0.2385141,-0.01109175,1.195928,0.492331,4.52953624725342,6.77492332458496,-9.33115577697754,-0.7398124,-0.02835268,0.1531209
"11.883 sec",0.2385086,-0.01121186,1.195928,0.4913429,4.53070688247681,6.772873878479,-9.33145427703857,-0.7393183,-0.02762566,0.1563386
"11.884 sec",0.2385031,-0.01133173,1.195928,0.4903569,4.53187847137451,6.77082538604736,-9.33174800872803,-0.7388253,-0.02692728,0.159466
"11.885 sec",0.2384974,-0.01145134,1.195928,0.489373,4.53305053710938,6.76877737045288,-9.33203887939453,-0.7383333,-0.02625698,0.1625031
"11.886 sec",0.2384918,-0.01157066,1.195928,0.4883913,4.53422403335571,6.76672983169556,-9.33232498168945,-0.7378425,-0.02561414,0.1654501
"11.887 sec",0.2384861,-0.01168974,1.195928,0.4874116,4.53539752960205,6.76468324661255,-9.33260726928711,-0.7373527,-0.02499815,0.1683073
"11.888 sec",0.2384804,-0.01180857,1.195928,0.486434,4.53657245635986,6.7626371383667,-9.3328857421875,-0.7368639,-0.02440838,0.1710755
"11.889 sec",0.2384746,-0.01192712,1.195928,0.4854585,4.53774785995483,6.76059150695801,-9.33316040039062,-0.7363761,-0.02384416,0.1737555
"11.89 sec",0.2384688,-0.01204542,1.195928,0.4844851,4.53892374038696,6.75854682922363,-9.33343124389648,-0.7358894,-0.02330483,0.1763484
"11.891 sec",0.2384629,-0.0121635,1.195928,0.4835137,4.54010105133057,6.75650310516357,-9.33369827270508,-0.7354037,-0.02278972,0.1788556
"11.892 sec",0.2384569,-0.01228129,1.195928,0.4825444,4.54127883911133,6.75445938110352,-9.33396148681641,-0.7349191,-0.02229815,0.1812782
"11.893 sec",0.238451,-0.01239885,1.195928,0.4815772,4.54245758056641,6.75241661071777,-9.33421993255615,-0.7344354,-0.02182946,0.1836178
"11.894 sec",0.238445,-0.01251614,1.195928,0.480612,4.54363679885864,6.75037479400635,-9.33447551727295,-0.7339529,-0.02138295,0.1858761
"11.895 sec",0.2384389,-0.01263318,1.195928,0.4796488,4.5448169708252,6.74833345413208,-9.33472633361816,-0.7334713,-0.02095797,0.1880547
"11.896 sec",0.2384328,-0.01274999,1.195928,0.4786876,4.54599809646606,6.74629306793213,-9.33497333526611,-0.7329907,-0.02055385,0.1901553
"11.897 sec",0.2384267,-0.01286655,1.195928,0.4777285,4.54718017578125,6.74425363540649,-9.3352165222168,-0.7325111,-0.02016991,0.1921798
"11.898 sec",0.2384205,-0.01298285,1.195928,0.4767712,4.54836320877075,6.74221467971802,-9.33545589447021,-0.7320325,-0.01980552,0.1941301
"11.899 sec",0.2384143,-0.01309894,1.195928,0.475816,4.54954671859741,6.7401762008667,-9.33569145202637,-0.7315549,-0.01946003,0.1960079
"11.9 sec",-0.01284095,-0.238428,1.195928,0.5,4.55073165893555,6.73813915252686,-9.33592319488525,-0.7310783,-0.01913281,0.1978153
"11.901 sec",-0.01295661,-0.2384219,1.195928,0.5,4.55191707611084,6.73610258102417,-9.33615016937256,-0.7305886,-0.01919178,0.1991428
"11.902 sec",0.01970201,-0.2098269,1.188288,0.5,4.55310297012329,6.73406648635864,-9.33637428283691,-0.7300902,-0.01994866,0.1996431
"11.903 sec",0.128893,-0.1137478,1.179341,0.5,4.55429029464722,6.73203182220459,-9.33659362792969,-0.7295905,-0.02127697,0.1994586
"11.904 sec",0.2348925,-0.01698422,1.194983,0.5,4.55547857284546,6.7299976348877,-9.3368091583252,-0.7290902,-0.022907,0.1988952
"11.905 sec",0.2383743,-0.01381945,1.195928,0.5,4.55666732788086,6.72796392440796,-9.33702087402344,-0.7285897,-0.02449056,0.1983417
"11.906 sec",0.2383674,-0.01394102,1.195928,0.5,4.55785703659058,6.7259316444397,-9.3372278213501,-0.7280893,-0.02587024,0.1979716
"11.907 sec",0.2383604,-0.01406255,1.195928,0.5,4.55904769897461,6.72389984130859,-9.33743190765381,-0.7275891,-0.02705937,0.1977713
"11.908 sec",0.2383533,-0.01418404,1.195928,0.5,4.56023931503296,6.72186851501465,-9.33763122558594,-0.727089,-0.02807556,0.1977229
"11.909 sec",0.2383462,-0.0143055,1.195928,0.5,4.56143188476562,6.71983814239502,-9.3378267288208,-0.7265891,-0.02893506,0.1978098
"11.91 sec",0.238339,-0.01442696,1.195928,0.5,4.56262540817261,6.71780872344971,-9.33801937103271,-0.7260891,-0.02965281,0.198017
"11.911 sec",0.2383318,-0.01454841,1.195928,0.5,4.56381988525391,6.71578025817871,-9.33820724487305,-0.7255892,-0.03024257,0.1983306
"11.912 sec",0.2383245,-0.01466984,1.195928,0.5,4.56501531600952,6.71375226974487,-9.3383903503418,-0.7250893,-0.03071696,0.1987378
"11.913 sec",0.2383171,-0.01479129,1.195928,0.5,4.56621122360229,6.71172475814819,-9.3385705947876,-0.7245893,-0.03108761,0.1992272
"11.914 sec",0.2383097,-0.01491272,1.195928,0.5,4.56740856170654,6.70969820022583,-9.33874702453613,-0.7240894,-0.03136517,0.199788
"11.915 sec",0.2383022,-0.01503414,1.195928,0.5,4.56860637664795,6.70767259597778,-9.33891868591309,-0.7235895,-0.03155943,0.2004107
"11.916 sec",0.2382947,-0.01515557,1.195928,0.5,4.56980514526367,6.70564794540405,-9.33908653259277,-0.7230896,-0.03167934,0.2010864
"11.917 sec",0.238287,-0.01527701,1.195928,0.5,4.57100534439087,6.70362377166748,-9.3392505645752,-0.7225896,-0.03173313,0.2018071
"11.918 sec",0.2382794,-0.01539845,1.195928,0.5,4.57220602035522,6.70160007476807,-9.33941078186035,-0.7220896,-0.03172831,0.2025657
"11.919 sec",0.2382717,-0.01551987,1.195928,0.5,4.5734076499939,6.69957780838013,-9.33956718444824,-0.7215896,-0.03167176,0.2033554
"11.92 sec",0.2382639,-0.0156413,1.195928,0.5,4.57461023330688,6.69755601882935,-9.33971977233887,-0.7210896,-0.03156976,0.2041703
"11.921 sec",0.238256,-0.01576274,1.195928,0.5,4.57581424713135,6.69553470611572,-9.33986759185791,-0.7205895,-0.03142805,0.205005
"11.922 sec",0.2382481,-0.01588418,1.195928,0.5,4.57701873779297,6.69351434707642,-9.340012550354,-0.7200894,-0.03125184,0.2058546
"11.923 sec",0.2382401,-0.01600562,1.195928,0.5,4.57822418212891,6.69149494171143,-9.34015274047852,-0.7195894,-0.03104591,0.2067148
"11.924 sec",0.2382321,-0.01612704,1.195928,0.5,4.57943058013916,6.68947649002075,-9.34028911590576,-0.7190893,-0.03081458,0.2075816
"11.925 sec",0.238224,-0.01624847,1.195928,0.5,4.58063793182373,6.68745851516724,-9.34042167663574,-0.7185892,-0.03056177,0.2084515
"11.926 sec",0.2382158,-0.01636989,1.195928,0.5,4.58184623718262,6.68544149398804,-9.34055042266846,-0.718089,-0.03029106,0.2093213
"11.927 sec",0.2382076,-0.01649131,1.195928,0.5,4.58305549621582,6.68342542648315,-9.34067440032959,-0.717589,-0.03000568,0.2101883
"11.928 sec",0.2381994,-0.01661274,1.195928,0.5,4.58426570892334,6.68141031265259,-9.34079551696777,-0.7170888,-0.02970855,0.2110499
"11.929 sec",0.238191,-0.01673416,1.195928,0.5,4.58547687530518,6.67939567565918,-9.34091186523438,-0.7165887,-0.0294023,0.211904
"11.93 sec",0.2381826,-0.01685558,1.195928,0.5,4.58668947219849,6.67738199234009,-9.34102439880371,-0.7160885,-0.02908931,0.2127485
"11.931 sec",0.2381741,-0.01697698,1.195928,0.5,4.58790254592896,6.67536926269531,-9.34113311767578,-0.7155884,-0.0287717,0.2135819
"11.932 sec",0.2381656,-0.01709837,1.195928,0.5,4.58911657333374,6.6733570098877,-9.34123802185059,-0.7150883,-0.0284514,0.2144026
"11.933 sec",0.238157,-0.01721977,1.195928,0.5,4.59033155441284,6.67134571075439,-9.34133815765381,-0.7145882,-0.02813011,0.2152095
"11.934 sec",0.2381484,-0.01734117,1.195928,0.5,4.59154748916626,6.66933536529541,-9.34143543243408,-0.714088,-0.02780935,0.2160013
"11.935 sec",0.2381397,-0.01746256,1.195928,0.5,4.59276437759399,6.66732597351074,-9.34152793884277,-0.7135879,-0.02749047,0.2167772
"11.936 sec",0.2381309,-0.01758394,1.195928,0.5,4.59398221969604,6.66531753540039,-9.3416166305542,-0.7130878,-0.02717469,0.2175364
"11.937 sec",0.2381221,-0.01770531,1.195928,0.5,4.59520149230957,6.66331005096436,-9.34170150756836,-0.7125877,-0.02686304,0.2182783
"11.938 sec",0.2381132,-0.01782669,1.195928,0.5,4.59642124176025,6.66130304336548,-9.34178256988525,-0.7120875,-0.02655646,0.2190023
"11.939 sec",0.2381043,-0.01794806,1.195928,0.5,4.59764194488525,6.65929698944092,-9.34185981750488,-0.7115874,-0.02625576,0.2197082
"11.94 sec",0.2293747,-0.01738326,1.24055,0.5,4.59886360168457,6.65729188919067,-9.34193229675293,-0.7110873,-0.02596163,0.2203955
"11.941 sec",0.2114182,-0.01608706,1.344084,0.5,4.60008668899536,6.65528774261475,-9.34200096130371,-0.7105872,-0.02567355,0.2210499
"11.942 sec",0.1966981,-0.0150366,1.443165,0.5,4.60131025314331,6.65328454971313,-9.34206676483154,-0.7100871,-0.02538875,0.2216296
"11.943 sec",0.1844634,-0.01417282,1.537628,0.5,4.60253524780273,6.65128231048584,-9.34212875366211,-0.709587,-0.02510397,0.2220888
"11.944 sec",0.1742231,-0.01345788,1.626944,0.5,4.60376119613647,6.64928150177002,-9.34218883514404,-0.709087,-0.02481699,0.222396
"11.945 sec",0.1655106,-0.01285608,1.711676,0.5,4.60498857498169,6.64728164672852,-9.34224605560303,-0.708587,-0.02452636,0.2225309
"11.946 sec",0.158049,-0.01234664,1.791693,0.5,4.60621738433838,6.64528274536133,-9.34230136871338,-0.708087,-0.02423124,0.2224817
"11.947 sec",0.1516282,-0.01191396,1.866872,0.5,4.60744762420654,6.64328575134277,-9.34235572814941,-0.707587,-0.02393118,0.222243
"11.948 sec",0.1460577,-0.01154384,1.93746,0.5,4.60867881774902,6.64128971099854,-9.34240913391113,-0.707087,-0.0236261,0.221814
"11.949 sec",0.1411911,-0.01122544,2.003694,0.5,4.60991191864014,6.63929510116577,-9.34246158599854,-0.7065871,-0.02331616,0.2211979
"11.95 sec",0.1369367,-0.01095217,2.065456,0.5,4.61114645004272,6.63730239868164,-9.34251403808594,-0.7060872,-0.02300169,0.2204006
"11.951 sec",0.1331984,-0.01071696,2.122982,0.5,4.61238288879395,6.63531064987183,-9.34256649017334,-0.7055874,-0.02268317,0.21943
"11.952 sec",0.1298986,-0.01051412,2.176509,0.5,4.61362075805664,6.63332080841064,-9.34261894226074,-0.7050875,-0.02236118,0.2182953
"11.953 sec",0.1269947,-0.01034072,2.225911,0.5,4.61486005783081,6.63133239746094,-9.34267234802246,-0.7045878,-0.02203635,0.2170071
"11.954 sec",0.1244322,-0.0101928,2.271413,0.5,4.61610126495361,6.62934589385986,-9.3427267074585,-0.704088,-0.02170936,0.2155765
"11.955 sec",0.122166,-0.01006705,2.31324,0.5,4.61734437942505,6.62736082077026,-9.34278202056885,-0.7035882,-0.02138093,0.214015
"11.956 sec",0.1201585,-0.009960747,2.351599,0.5,4.61858892440796,6.6253776550293,-9.34283828735352,-0.7030885,-0.02105177,0.2123342
"11.957 sec",0.1183959,-0.009873098,2.386343,0.5,4.6198353767395,6.6233959197998,-9.34289646148682,-0.7025888,-0.02072259,0.2105459
"11.958 sec",0.116849,-0.009801972,2.417686,0.5,4.62108373641968,6.62141609191895,-9.34295654296875,-0.7020891,-0.0203941,0.2086615
"11.959 sec",0.1154938,-0.009745635,2.445824,0.5,4.62233400344849,6.61943817138672,-9.34301853179932,-0.7015895,-0.02006697,0.2066924
"11.96 sec",0.1143094,-0.009702587,2.47095,0.5,4.62358570098877,6.61746168136597,-9.34308242797852,-0.7010898,-0.01974186,0.2046496
"11.961 sec",0.113278,-0.009671538,2.493244,0.5,4.62483930587769,6.61548709869385,-9.34314823150635,-0.7005901,-0.01941941,0.2025438
"11.962 sec",0.1123999,-0.009652739,2.512533,0.5,4.62609481811523,6.6135139465332,-9.34321689605713,-0.7000905,-0.01910021,0.2003849
"11.963 sec",0.1116449,-0.00964378,2.529344,0.5,4.62735176086426,6.61154317855835,-9.34328746795654,-0.6995909,-0.01878483,0.1981829
"11.964 sec",0.1110168,-0.00964519,2.543486,0.5,4.62861108779907,6.60957384109497,-9.34336090087891,-0.6990912,-0.01847379,0.1959468
"11.965 sec",0.1104893,-0.00965483,2.555468,0.5,4.6298713684082,6.60760593414307,-9.3434362411499,-0.6985916,-0.01816759,0.1936853
"11.966 sec",0.1100834,-0.009674726,2.56474,0.5,4.63113403320312,6.60563993453979,-9.34351539611816,-0.6980919,-0.01786669,0.1914068
"11.967 sec",0.1097598,-0.00970155,2.572158,0.5,4.63239812850952,6.60367584228516,-9.34359645843506,-0.6975923,-0.01757151,0.1891188
"11.968 sec",0.1095265,-0.009736134,2.577502,0.5,4.63366413116455,6.60171365737915,-9.3436803817749,-0.6970926,-0.01728244,0.1868286
"11.969 sec",0.1093913,-0.009779337,2.580559,0.5,4.63493156433105,6.59975290298462,-9.34376811981201,-0.6965929,-0.01699985,0.1845429
"11.97 sec",0.109318,-0.009828007,2.582168,0.5,4.63620090484619,6.59779357910156,-9.34385776519775,-0.6960933,-0.01672404,0.1822679
"11.971 sec",0.1093166,-0.009883161,2.582086,0.5,4.63747215270996,6.59583616256714,-9.34395027160645,-0.6955936,-0.01645532,0.1800095
"11.972 sec",0.1093823,-0.009944484,2.580423,0.5,4.63874483108521,6.59388017654419,-9.34404563903809,-0.6950939,-0.01619394,0.1777729
"11.973 sec",0.1095104,-0.01001163,2.5773,0.5,4.64001893997192,6.59192609786987,-9.34414386749268,-0.6945942,-0.01594013,0.175563
"11.974 sec",0.1097129,-0.01008579,2.572445,0.5,4.64129447937012,6.58997344970703,-9.34424591064453,-0.6940945,-0.01569409,0.1733843
"11.975 sec",0.1099551,-0.01016387,2.566684,0.5,4.64257192611694,6.58802270889282,-9.34434986114502,-0.6935948,-0.01545601,0.1712409
"11.976 sec",0.1102495,-0.0102471,2.55974,0.5,4.6438512802124,6.58607339859009,-9.34445667266846,-0.693095,-0.01522602,0.1691364
"11.977 sec",0.1106085,-0.01033673,2.551347,0.5,4.64513158798218,6.58412504196167,-9.34456729888916,-0.6925952,-0.01500426,0.1670743
"11.978 sec",0.1109984,-0.01042967,2.542302,0.5,4.64641332626343,6.58217906951904,-9.3446798324585,-0.6920955,-0.01479083,0.1650575
